L700064	Αβιεζρι	abiezri [aviyezriy]	Np [Proper Noun]	Abiezri; Aviezri	<grk>Αβιεζρι</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i>
L700065	Αβιεσδρι	abiesdri [aviyezðriy]	Np [Proper Noun]	Abiesdri; Aviezthri	<grk>Αβιεσδρι</grk>｜<font color='4'>N.DSM</font>｜<i>noun, Dat Sing Masc</i><br><grk>Αβιεσδρι</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i><br><grk>Αβιεσδρι</grk>｜<font color='4'>N.NSM</font>｜<i>noun, Nom Sing Masc</i>
L700066	Αβιηλ	abiēl [aviyiyl]	Np [Proper Noun]	Abiēl; Avil	<grk>Αβιηλ</grk>｜<font color='4'>N.GSF</font>｜<i>noun, Gen Sing Fem</i><br><grk>Αβιηλ</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i><br><grk>Αβιηλ</grk>｜<font color='4'>N.NSM</font>｜<i>noun, Nom Sing Masc</i>
L700067	Αβιμεηλ	abimeēl [aviymiyl]	Np [Proper Noun]	Abimeēl; Avimil	<grk>Αβιμεηλ</grk>｜<font color='4'>N.ASM</font>｜<i>noun, Acc Sing Masc</i>
L700068	Αβιμελεχ	abimelech [aviymelekh]	Np [Proper Noun]	Abimelech; Avimelekh	<big>אֲבִימֶלֶךְ</big>&#x200E;<hr><grk>Αβιμελεχ</grk>｜<font color='4'>N.ASM</font>｜<i>noun, Acc Sing Masc</i><br><grk>Αβιμελεχ</grk>｜<font color='4'>N.DSM</font>｜<i>noun, Dat Sing Masc</i><br><grk>Αβιμελεχ</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i><br><grk>Αβιμελεχ</grk>｜<font color='4'>N.NSM</font>｜<i>noun, Nom Sing Masc</i><br><grk>Αβιμελεχ</grk>｜<font color='4'>N.VSM</font>｜<i>noun, Voc Sing Masc</i>
L700069	Αβινεεμ	abineem [aviyneem]	Np [Proper Noun]	Abineem; Avineem	<grk>Αβινεεμ</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i>
L700070	Αβιου	abiou [aviyu]	Np [Proper Noun]	Abiou; Aviu	<grk>Αβιου</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i><br><grk>Αβιου</grk>｜<font color='4'>N.NSM</font>｜<i>noun, Nom Sing Masc</i>
L700071	Ἀβιούδ	abioud [aviyuð]	Np [Proper Noun]	Abioud; Aviuth	<a href='S:G10'><grk>Ἀβιούδ</grk></a>; <big>אֲבִיהוּד</big>&#x200E;<hr><grk>Αβιουδ</grk>｜<font color='4'>N.ASM</font>｜<i>noun, Acc Sing Masc</i><br><grk>Αβιουδ</grk>｜<font color='4'>N.NSM</font>｜<i>noun, Nom Sing Masc</i>
L700072	Αβιρα	abira [aviyra]	Np [Proper Noun]	Abira; Avira	<big>אֲבִידָע</big>&#x200E;<hr><grk>αβιρα</grk>｜<font color='4'>N.DS</font>｜<i>noun, Dat Sing</i>
L700073	αβιρα	abira [aviyra]	N [Noun]	fortified town; citadel	<grk>Αβιρα</grk>｜<font color='4'>N.NSM</font>｜<i>noun, Nom Sing Masc</i>
L700074	Αβιρων	abirōn [aviyron]	Np [Proper Noun]	Abirōn; Aviron	<grk>Αβιρων</grk>｜<font color='4'>N.ASM</font>｜<i>noun, Acc Sing Masc</i><br><grk>Αβιρων</grk>｜<font color='4'>N.DS</font>｜<i>noun, Dat Sing</i><br><grk>Αβιρων</grk>｜<font color='4'>N.DSM</font>｜<i>noun, Dat Sing Masc</i><br><grk>Αβιρων</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i><br><grk>Αβιρων</grk>｜<font color='4'>N.NSM</font>｜<i>noun, Nom Sing Masc</i>
L700075	Αβισακ	abisak [aviysak]	Np [Proper Noun]	Abisak; Avisak	<grk>Αβισακ</grk>｜<font color='4'>N.ASF</font>｜<i>noun, Acc Sing Fem</i><br><grk>Αβισακ</grk>｜<font color='4'>N.NSF</font>｜<i>noun, Nom Sing Fem</i>
L700076	Αβισου	abisou [aviysu]	Np [Proper Noun]	Abisou; Avisu	<grk>Αβισου</grk>｜<font color='4'>N.ASM</font>｜<i>noun, Acc Sing Masc</i><br><grk>Αβισου</grk>｜<font color='4'>N.NSM</font>｜<i>noun, Nom Sing Masc</i>
L700077	Αβισουε	abisoue [aviysue]	Np [Proper Noun]	Abisoue; Avisue	<grk>Αβισουε</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i><br><grk>Αβισουε</grk>｜<font color='4'>N.NSM</font>｜<i>noun, Nom Sing Masc</i>
L700078	Αβισουρ	abisour [aviysur]	Np [Proper Noun]	Abisour; Avisur	<grk>Αβισουρ</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i><br><grk>Αβισουρ</grk>｜<font color='4'>N.NSM</font>｜<i>noun, Nom Sing Masc</i>
L700079	Αβιταλ	abital [aviytal]	Np [Proper Noun]	Abital; Avital	<grk>Αβιταλ</grk>｜<font color='4'>N.GSF</font>｜<i>noun, Gen Sing Fem</i>
L700080	Αβιτωβ	abitōb [aviytov]	Np [Proper Noun]	Abitōb; Avitov	<grk>Αβιτωβ</grk>｜<font color='4'>N.ASM</font>｜<i>noun, Acc Sing Masc</i>
L700081	Αβιχαιλ	abichail [aviykhel]	Np [Proper Noun]	Abichail; Avikhel	<grk>Αβιχαιλ</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i><br><grk>Αβιχαιλ</grk>｜<font color='4'>N.NSF</font>｜<i>noun, Nom Sing Fem</i>
L700082	ἀβλαβής	ablabēs [avlaviys]	A [Adjective]	without harm	<i>LSJ: </i>a)blabh/s<hr><grk>ἀβλαβεῖς</grk>｜<font color='4'>A.NPM</font>｜<i>adjective, Nom Plur Masc</i><br><grk>ἀβλαβῆ</grk>｜<font color='4'>A.ASM</font>｜<i>adjective, Acc Sing Masc</i>
L700083	ἀβοηθησία	aboēthēsia [aviyθiysiya]	N [Noun]	helplessness	<i>LSJ: </i>a)bohqhsi/a<hr><grk>ἀβοηθησίας</grk>｜<font color='4'>N.GSF</font>｜<i>noun, Gen Sing Fem</i>
L700084	ἀβοήθητος	aboēthētos [aviyθiytos]	A [Adjective]	helpless	<i>LSJ: </i>a)boh/qhtos<hr><grk>ἀβοήθητον</grk>｜<font color='4'>A.ASN</font>｜<i>adjective, Acc Sing Neut</i><br><grk>ἀβοήθητος</grk>｜<font color='4'>A.NSM</font>｜<i>adjective, Nom Sing Masc</i><br><grk>ἀβοηθήτων</grk>｜<font color='4'>A.GPF</font>｜<i>adjective, Gen Plur Fem</i>
L700085	Αβου	abou [avu]	Np [Proper Noun]	Abou; Avu	<grk>Αβου</grk>｜<font color='4'>N.NSF</font>｜<i>noun, Nom Sing Fem</i>
L700086	Ἀβούβος	aboubos [avuvos]	Np [Proper Noun]	Aboubos; Avuvos	<grk>Ἀβούβου</grk>｜<font color='4'>N.GSM</font>｜<i>noun, Gen Sing Masc</i>
L700087	ἀβουλεύτως	abouleutōs [avuleftos]	D [Adverb]	ill-advised; inconsiderate	<i>LSJ: </i>a)bou/leutos<hr><grk>ἀβουλεύτως</grk>｜<font color='4'>D</font>｜<i>adverb</i>
L700088	ἀβουλέω	abouleō [avuleo]	V [Verbs]	unwilling	<i>LSJ: </i>a)boule/w<hr><grk>ἠβούλετο</grk>｜<font color='4'>V.IAI3S</font>｜<i>verb, Imperf Act Ind 3rd Sing</i><br><grk>ἠβουλήθην</grk>｜<font color='4'>V.API1S</font>｜<i>verb, Aor Pass Ind 1st Sing</i>
L700089	ἀβουλία	aboulia [avuliya]	N [Noun]	want of counsel; thoughtlessness	<i>LSJ: </i>a)bouli/a<hr><grk>ἀβουλίαν</grk>｜<font color='4'>N.ASF</font>｜<i>noun, Acc Sing Fem</i><br><grk>ἀβουλίας</grk>｜<font color='4'>N.GSF</font>｜<i>noun, Gen Sing Fem</i>
