mappingSort	KJVverseID	WLCsort	BHSsort
48856	3693	87596	70892
48857	3693	87597	70893
48858	3693	87598	70894
48859	3693	87599	70895
48860	3693	87600	70896
48861	3693	87601	70897
48862	3693	87602	70898
48863	3693	87603	70899
48864	3693	87604	70901
48865	3693	87605	70903
48866	3693	87606	70904
48867	3693	87607	70905
48868	3693	87608	70907
48869	3693	87609	70908
48870	3693	87610	70909
48871	3693	87611	70910
48872	3694	87622	70912
48873	3694	87623	70913
48874	3694	87624	70914
48875	3694	87625	70916
48876	3694	87626	70918
48877	3694	87627	70919
48878	3694	87628	70920
48879	3694	87629	70921
48880	3694	87630	70922
48881	3694	87631	70924
48882	3694	87632	70925
48883	3695	87643	70927
48884	3695	87644	70928
48885	3695	87645	70929
48886	3695	87646	70930
48887	3695	87647	70932
48888	3695	87648	70933
48889	3695	87649	70935
48890	3695	87650	70936
48891	3695	87651	70938
48892	3696	87662	70939
48893	3696	87663	70940
48894	3696	87664	70941
48895	3696	87665	70942
48896	3696	87666	70944
48897	3696	87667	70946
48898	3696	87668	70947
48899	3696	87669	70948
48900	3696	87670	70949
48901	3696	87671	70951
48902	3697	87682	70953
48903	3697	87683	70954
48904	3697	87684	70956
48905	3697	87685	70958
48906	3697	87686	70959
48907	3697	87687	70961
48908	3697	87688	70962
48909	3697	87689	70963
48910	3697	87690	70965
48911	3697	87691	70966
48912	3697	87692	70968
48913	3697	87693	70969
48914	3697	87694	70971
48915	3697	87695	70972
48916	3697	87696	70973
48917	3697	87698	70976
48918	3697	87699	70977
48919	3697	87700	70979
48920	3697	87701	70980
48921	3697	87702	70981
48922	3697	87703	70982
48923	3697	87704	70983
48924	3698	87716	70985
48925	3698	87717	70986
48926	3698	87718	70987
48927	3698	87719	70988
48928	3698	87720	70990
48929	3699	87731	70991
48930	3699	87732	70992
48931	3699	87733	70993
48932	3699	87734	70994
48933	3699	87735	70996
48934	3699	87736	70997
48935	3699	87737	70999
48936	3699	87738	71000
48937	3699	87739	71002
48938	3699	87740	71004
48939	3699	87741	71005
48940	3700	87752	71007
48941	3700	87753	71008
48942	3700	87754	71009
48943	3700	87755	71011
48944	3700	87756	71012
48945	3700	87757	71013
48946	3700	87758	71015
48947	3700	87759	71017
48948	3700	87760	71018
48949	3700	87761	71019
48950	3700	87762	71021
48951	3700	87763	71022
48952	3700	87764	71023
48953	3700	87765	71025
48954	3701	87776	71027
48955	3701	87777	71028
48956	3701	87778	71029
48957	3701	87779	71030
48958	3701	87780	71031
48959	3701	87781	71032
48960	3701	87782	71034
48961	3701	87783	71035
48962	3701	87784	71036
48963	3701	87785	71037
48964	3701	87786	71039
48965	3701	87787	71040
48966	3701	87788	71041
48967	3701	87789	71043
48968	3702	87800	71045
48969	3702	87801	71046
48970	3702	87802	71048
48971	3702	87803	71050
48972	3702	87804	71053
48973	3702	87805	71054
48974	3702	87806	71055
48975	3702	87807	71056
48976	3702	87809	71059
48977	3702	87810	71060
48978	3702	87811	71061
48979	3703	87822	71063
48980	3703	87823	71064
48981	3703	87824	71066
48982	3703	87825	71067
48983	3703	87826	71068
48984	3703	87827	71070
48985	3703	87828	71071
48986	3703	87829	71072
48987	3703	87830	71075
48988	3703	87831	71077
48989	3703	87832	71078
48990	3704	87844	71080
48991	3704	87845	71081
48992	3704	87846	71082
48993	3704	87847	71083
48994	3704	87848	71085
48995	3705	87859	71087
48996	3705	87860	71088
48997	3705	87861	71089
48998	3705	87862	71090
48999	3705	87863	71092
49000	3705	87864	71094
49001	3705	87865	71095
49002	3705	87866	71096
49003	3705	87867	71097
49004	3705	87868	71098
49005	3705	87869	71099
49006	3705	87870	71100
49007	3705	87871	71101
49008	3705	87872	71103
49009	3705	87873	71104
49010	3705	87874	71106
49011	3705	87876	71109
49012	3706	87887	71110
49013	3706	87889	71112
49014	3706	87890	71113
49015	3706	87891	71115
49016	3706	87892	71116
49017	3706	87893	71117
49018	3706	87894	71118
49019	3706	87895	71120
49020	3706	87896	71121
49021	3706	87897	71122
49022	3706	87899	71124
49023	3706	87900	71125
49024	3706	87901	71127
49025	3706	87902	71129
49026	3706	87903	71130
49027	3706	87904	71131
49028	3706	87906	71133
49029	3706	87907	71134
49030	3706	87908	71135
49031	3707	87920	71137
49032	3707	87921	71138
49033	3707	87922	71139
49034	3707	87923	71140
49035	3707	87924	71142
49036	3707	87925	71143
49037	3707	87926	71145
49038	3708	87937	71146
49039	3708	87938	71147
49040	3708	87939	71148
49041	3708	87940	71149
49042	3708	87941	71151
49043	3708	87942	71152
49044	3708	87943	71154
49045	3708	87944	71155
49046	3708	87945	71156
49047	3708	87946	71158
49048	3708	87947	71159
49049	3708	87948	71161
49050	3708	87949	71162
49051	3709	87960	71164
49052	3709	87961	71165
49053	3709	87962	71166
49054	3709	87963	71167
49055	3709	87964	71168
49056	3709	87965	71169
49057	3709	87966	71171
49058	3709	87967	71172
49059	3710	87978	71174
49060	3710	87979	71175
49061	3710	87980	71176
49062	3710	87981	71177
49063	3710	87982	71179
49064	3710	87983	71180
49065	3710	87984	71182
49066	3710	87985	71184
49067	3711	87996	71186
49068	3711	87997	71187
49069	3711	87998	71188
49070	3711	87999	71189
49071	3711	88000	71191
49072	3711	88001	71192
49073	3711	88002	71194
49074	3712	88013	71196
49075	3712	88014	71197
49076	3712	88015	71199
49077	3712	88016	71200
49078	3712	88017	71202
49079	3712	88018	71203
49080	3712	88019	71205
49081	3713	88030	71207
49082	3713	88031	71208
49083	3713	88032	71210
49084	3713	88033	71211
49085	3713	88034	71213
49086	3713	88035	71214
49087	3713	88036	71215
49088	3713	88037	71216
49089	3713	88038	71218
49090	3713	88039	71220
49091	3713	88040	71221
49092	3714	88051	71223
49093	3714	88052	71224
49094	3714	88053	71226
49095	3714	88054	71228
49096	3714	88055	71230
49097	3714	88056	71231
49098	3714	88057	71232
49099	3714	88058	71233
49100	3714	88059	71235
49101	3715	88070	71236
49102	3715	88071	71238
49103	3715	88072	71239
49104	3715	88073	71240
49105	3715	88074	71242
49106	3715	88075	71243
49107	3715	88076	71245
49108	3715	88077	71246
49109	3715	88078	71247
49110	3715	88079	71248
49111	3715	88080	71250
49112	3715	88081	71251
49113	3716	88092	71252
49114	3716	88093	71254
49115	3716	88094	71255
49116	3716	88095	71257
49117	3716	88096	71258
49118	3716	88097	71259
49119	3717	88108	71261
49120	3717	88109	71262
49121	3717	88110	71263
49122	3717	88111	71266
49123	3717	88112	71267
49124	3717	88113	71268
49125	3717	88114	71269
49126	3718	88125	71271
49127	3718	88126	71272
49128	3718	88127	71273
49129	3718	88128	71275
49130	3718	88129	71276
49131	3718	88130	71278
49132	3718	88131	71281
49133	3718	88132	71282
49134	3718	88133	71284
49135	3718	88134	71285
49136	3718	88135	71286
49137	3718	88136	71287
49138	3719	88147	71289
49139	3719	88148	71291
49140	3719	88149	71293
49141	3719	88150	71294
49142	3719	88151	71295
49143	3719	88152	71297
49144	3719	88153	71298
49145	3719	88154	71299
49146	3719	88155	71301
49147	3719	88156	71303
49148	3719	88157	71305
49149	3719	88158	71306
49150	3719	88159	71308
49151	3719	88160	71309
49152	3719	88161	71311
49153	3719	88162	71312
49154	3720	88173	71315
49155	3720	88174	71316
49156	3720	88175	71318
49157	3720	88176	71320
49158	3720	88177	71322
49159	3720	88178	71324
49160	3720	88179	71326
49161	3720	88180	71328
49162	3720	88181	71330
49163	3720	88182	71331
49164	3720	88183	71332
49165	3720	88184	71333
49166	3720	88185	71335
49167	3721	88196	71337
49168	3721	88197	71338
49169	3721	88198	71339
49170	3721	88199	71341
49171	3721	88200	71342
49172	3721	88201	71344
49173	3721	88202	71345
49174	3721	88203	71346
49175	3721	88204	71348
49176	3721	88205	71349
49177	3721	88206	71350
49178	3721	88207	71351
49179	3721	88208	71353
49180	3722	88219	71354
49181	3722	88220	71355
49182	3722	88221	71356
49183	3722	88222	71357
49184	3722	88223	71358
49185	3722	88224	71359
49186	3722	88225	71361
49187	3722	88226	71362
49188	3723	88237	71364
49189	3723	88238	71365
49190	3723	88239	71366
49191	3723	88240	71368
49192	3723	88241	71370
49193	3723	88242	71371
49194	3723	88243	71372
49195	3723	88244	71373
49196	3724	88255	71375
49197	3724	88256	71377
49198	3724	88257	71380
49199	3724	88258	71383
49200	3724	88259	71386
49201	3724	88260	71388
49202	3724	88261	71390
49203	3724	88262	71391
49204	3724	88263	71392
49205	3724	88265	71396
49206	3724	88266	71398
49207	3724	88267	71399
49208	3725	88278	71401
49209	3725	88279	71402
49210	3725	88280	71404
49211	3725	88281	71405
49212	3725	88282	71406
49213	3725	88283	71407
49214	3725	88284	71409
49215	3725	88285	71410
49216	3725	88286	71411
49217	3725	88287	71412
49218	3725	88288	71414
49219	3726	88299	71416
49220	3726	88300	71417
49221	3726	88301	71419
49222	3726	88302	71421
49223	3726	88303	71423
49224	3726	88304	71424
49225	3726	88305	71425
49226	3726	88306	71426
49227	3726	88307	71427
49228	3727	88318	71429
49229	3727	88319	71431
49230	3727	88320	71432
49231	3727	88321	71433
49232	3727	88322	71435
49233	3727	88323	71436
49234	3727	88324	71438
49235	3727	88325	71439
49236	3727	88326	71440
49237	3727	88327	71442
49238	3728	88338	71444
49239	3728	88339	71445
49240	3728	88340	71446
49241	3728	88341	71448
49242	3728	88342	71449
49243	3728	88343	71450
49244	3728	88344	71451
49245	3728	88345	71452
49246	3728	88346	71453
49247	3728	88347	71454
49248	3728	88348	71456
49249	3728	88349	71457
49250	3728	88350	71458
49251	3729	88361	71460
49252	3729	88362	71461
49253	3729	88363	71462
49254	3729	88364	71463
49255	3729	88365	71464
49256	3729	88366	71466
49257	3729	88367	71468
49258	3729	88368	71470
49259	3729	88369	71472
49260	3729	88370	71474
49261	3729	88371	71475
49262	3729	88372	71477
49263	3729	88373	71478
49264	3730	88384	71480
49265	3730	88385	71482
49266	3730	88386	71483
49267	3730	88387	71485
49268	3730	88388	71487
49269	3730	88389	71489
49270	3731	88400	71492
49271	3731	88401	71494
49272	3731	88402	71496
49273	3731	88403	71497
49274	3731	88404	71499
49275	3731	88405	71500
49276	3731	88406	71501
49277	3731	88407	71502
49278	3731	88408	71503
49279	3731	88409	71505
49280	3731	88410	71507
49281	3731	88411	71508
49282	3731	88412	71509
49283	3731	88413	71511
49284	3731	88414	71513
49285	3731	88415	71514
49286	3731	88416	71515
49287	3731	88417	71518
49288	3731	88418	71520
49289	3731	88419	71521
49290	3732	88430	71522
49291	3732	88431	71523
49292	3732	88432	71525
49293	3732	88433	71526
49294	3732	88434	71527
49295	3732	88435	71528
49296	3732	88436	71530
49297	3732	88437	71531
49298	3732	88438	71532
49299	3732	88439	71533
49300	3732	88440	71535
49301	3732	88441	71536
49302	3732	88442	71537
49303	3732	88443	71539
49304	3732	88444	71540
49305	3732	88445	71542
49306	3732	88446	71543
49307	3732	88447	71545
49308	3732	88448	71546
49309	3733	88460	71548
49310	3733	88461	71549
49311	3733	88462	71550
49312	3733	88463	71551
49313	3733	88464	71552
49314	3733	88465	71553
49315	3733	88466	71554
49316	3733	88467	71555
49317	3733	88468	71557
49318	3733	88469	71558
49319	3733	88470	71560
49320	3733	88471	71561
49321	3733	88472	71563
49322	3733	88473	71565
49323	3733	88474	71566
49324	3733	88475	71567
49325	3733	88476	71568
49326	3734	88487	71570
49327	3734	88488	71571
49328	3734	88489	71573
49329	3734	88491	71575
49330	3734	88492	71576
49331	3734	88493	71577
49332	3734	88494	71578
49333	3734	88495	71579
49334	3734	88496	71581
49335	3734	88497	71582
49336	3734	88498	71584
49337	3734	88499	71585
49338	3734	88500	71587
49339	3734	88501	71588
49340	3734	88502	71589
49341	3734	88503	71590
49342	3734	88504	71592
49343	3734	88505	71593
49344	3734	88506	71594
49345	3735	88517	71596
49346	3735	88518	71597
49347	3735	88519	71599
49348	3735	88520	71600
49349	3735	88521	71601
49350	3735	88522	71602
49351	3735	88523	71603
49352	3735	88524	71604
49353	3735	88525	71605
49354	3735	88526	71607
49355	3735	88527	71608
49356	3736	88538	71610
49357	3736	88539	71611
49358	3736	88540	71612
49359	3736	88541	71613
49360	3736	88542	71615
49361	3736	88543	71616
49362	3736	88544	71618
49363	3736	88545	71619
49364	3736	88546	71621
49365	3736	88547	71623
49366	3736	88548	71624
49367	3736	88549	71626
49368	3736	88550	71627
49369	3736	88551	71628
49370	3736	88552	71630
49371	3736	88553	71632
49372	3737	88565	71634
49373	3737	88566	71635
49374	3737	88567	71636
49375	3737	88568	71637
49376	3737	88569	71639
49377	3738	88580	71640
49378	3738	88581	71641
49379	3738	88582	71643
49380	3738	88583	71644
49381	3738	88584	71645
49382	3738	88585	71646
49383	3738	88586	71648
49384	3738	88587	71649
49385	3738	88588	71651
49386	3738	88589	71652
49387	3738	88590	71654
49388	3738	88591	71655
49389	3738	88592	71656
49390	3738	88593	71658
49391	3738	88595	71661
49392	3738	88596	71662
49393	3738	88597	71663
49394	3739	88608	71665
49395	3739	88609	71666
49396	3739	88610	71668
49397	3739	88611	71671
49398	3739	88612	71674
49399	3739	88613	71676
49400	3739	88614	71677
49401	3739	88615	71679
49402	3739	88616	71681
49403	3739	88617	71682
49404	3739	88618	71683
49405	3740	88629	71685
49406	3740	88630	71686
49407	3740	88631	71687
49408	3740	88632	71688
49409	3740	88633	71691
49410	3740	88634	71693
49411	3740	88635	71695
49412	3740	88636	71696
49413	3740	88637	71697
49414	3740	88638	71698
49415	3740	88639	71700
49416	3741	88650	71702
49417	3741	88651	71704
49418	3741	88652	71706
49419	3741	88653	71709
49420	3741	88654	71710
49421	3741	88655	71712
49422	3742	88667	71715
49423	3742	88668	71716
49424	3742	88669	71717
49425	3742	88670	71718
49426	3742	88671	71720
49427	3742	88672	71722
49428	3742	88673	71724
49429	3742	88674	71725
49430	3742	88675	71726
49431	3742	88676	71728
49432	3743	88687	71730
49433	3743	88688	71731
49434	3743	88689	71732
49435	3743	88690	71733
49436	3743	88691	71734
49437	3743	88692	71735
49438	3743	88693	71737
49439	3743	88694	71738
49440	3743	88695	71740
49441	3743	88696	71742
49442	3743	88697	71743
49443	3743	88698	71745
49444	3743	88699	71747
49445	3743	88700	71749
49446	3744	88711	71751
49447	3744	88712	71752
49448	3744	88713	71753
49449	3744	88714	71754
49450	3744	88715	71756
49451	3744	88716	71758
49452	3744	88717	71761
49453	3744	88718	71762
49454	3744	88719	71763
49455	3744	88720	71764
49456	3744	88721	71766
49457	3744	88722	71767
49458	3744	88723	71768
49459	3744	88724	71769
49460	3744	88725	71770
49461	3745	88737	71772
49462	3745	88738	71773
49463	3745	88739	71774
49464	3745	88740	71775
49465	3745	88741	71777
49466	3745	88742	71778
49467	3745	88743	71780
49468	3746	88754	71781
49469	3746	88755	71782
49470	3746	88756	71783
49471	3746	88757	71784
49472	3746	88758	71785
49473	3746	88759	71787
49474	3746	88760	71788
49475	3746	88761	71789
49476	3746	88762	71791
49477	3746	88763	71793
49478	3746	88764	71794
49479	3747	88775	71796
49480	3747	88776	71797
49481	3747	88777	71798
49482	3747	88778	71800
49483	3747	88779	71802
49484	3747	88780	71803
49485	3747	88781	71804
49486	3747	88782	71805
49487	3747	88783	71806
49488	3747	88784	71807
49489	3747	88785	71810
49490	3747	88786	71812
49491	3747	88787	71813
49492	3747	88788	71815
49493	3747	88789	71816
49494	3748	88800	71817
49495	3748	88801	71818
49496	3748	88802	71819
49497	3748	88803	71820
49498	3748	88804	71822
49499	3748	88805	71823
49500	3748	88806	71824
49501	3748	88807	71826
49502	3749	88818	71828
49503	3749	88819	71829
49504	3749	88820	71831
49505	3749	88821	71833
49506	3749	88822	71835
49507	3749	88823	71837
49508	3749	88824	71838
49509	3749	88825	71839
49510	3749	88826	71841
49511	3749	88827	71843
49512	3749	88829	71845
49513	3749	88830	71846
49514	3749	88831	71848
49515	3750	88842	71850
49516	3750	88843	71851
49517	3750	88844	71852
49518	3750	88845	71853
49519	3750	88846	71854
49520	3750	88847	71856
49521	3750	88848	71857
49522	3750	88849	71858
49523	3750	88850	71859
49524	3750	88851	71862
49525	3750	88852	71864
49526	3750	88853	71865
49527	3751	88864	71867
49528	3751	88865	71868
49529	3751	88866	71870
49530	3751	88867	71871
49531	3751	88868	71872
49532	3751	88869	71873
49533	3751	88870	71875
49534	3751	88871	71876
49535	3751	88872	71877
49536	3751	88873	71879
49537	3751	88874	71881
49538	3751	88875	71883
49539	3751	88876	71885
49540	3751	88877	71887
49541	3751	88878	71889
49542	3751	88879	71890
49543	3751	88880	71892
49544	3751	88881	71894
49545	3751	88882	71896
49546	3751	88883	71897
49547	3751	88884	71898
49548	3752	88895	71900
49549	3752	88896	71901
49550	3752	88897	71902
49551	3752	88898	71903
49552	3752	88899	71904
49553	3752	88900	71906
49554	3752	88901	71907
49555	3752	88902	71909
49556	3752	88903	71910
49557	3752	88904	71911
49558	3752	88905	71913
49559	3752	88906	71914
49560	3752	88907	71915
49561	3753	88918	71917
49562	3753	88919	71918
49563	3753	88920	71919
49564	3753	88921	71921
49565	3753	88922	71922
49566	3753	88923	71923
49567	3753	88924	71925
49568	3753	88925	71927
49569	3753	88926	71928
49570	3753	88927	71930
49571	3753	88928	71931
49572	3753	88929	71933
49573	3753	88930	71934
49574	3753	88931	71936
49575	3753	88932	71937
49576	3753	88933	71938
49577	3753	88934	71939
49578	3753	88935	71940
49579	3753	88936	71941
49580	3754	88949	71945
49581	3754	88950	71946
49582	3754	88951	71948
49583	3754	88952	71949
49584	3754	88953	71950
49585	3754	88954	71951
49586	3754	88955	71952
49587	3754	88956	71953
49588	3754	88957	71954
49589	3754	88958	71956
49590	3754	88959	71957
49591	3754	88960	71959
49592	3755	88971	71961
49593	3755	88972	71962
49594	3755	88973	71964
49595	3755	88974	71965
49596	3755	88975	71966
49597	3755	88976	71967
49598	3755	88977	71969
49599	3755	88978	71970
49600	3755	88979	71972
49601	3755	88980	71973
49602	3755	88981	71974
49603	3755	88982	71976
49604	3755	88983	71977
49605	3755	88984	71978
49606	3756	88995	71980
49607	3756	88996	71981
49608	3756	88997	71982
49609	3756	88998	71983
49610	3756	88999	71985
49611	3756	89000	71986
49612	3756	89001	71987
49613	3756	89003	71991
49614	3756	89004	71993
49615	3756	89005	71994
49616	3756	89006	71995
49617	3756	89007	71996
49618	3756	89008	71998
49619	3756	89009	71999
49620	3756	89010	72001
49621	3756	89011	72002
49622	3756	89012	72003
49623	3756	89013	72005
49624	3756	89014	72006
49625	3756	89015	72008
49626	3757	89026	72010
49627	3757	89027	72011
49628	3757	89028	72013
49629	3757	89029	72015
49630	3757	89030	72016
49631	3757	89031	72017
49632	3757	89032	72018
49633	3758	89043	72020
49634	3758	89044	72021
49635	3758	89045	72022
49636	3758	89046	72023
49637	3758	89047	72024
49638	3758	89048	72025
49639	3758	89049	72026
49640	3758	89050	72027
49641	3758	89052	72029
49642	3758	89053	72031
49643	3758	89054	72032
49644	3758	89055	72034
49645	3758	89056	72036
49646	3758	89057	72038
49647	3758	89058	72040
49648	3758	89059	72042
49649	3758	89060	72043
49650	3758	89061	72044
49651	3758	89062	72046
49652	3758	89063	72048
49653	3758	89064	72049
49654	3758	89065	72050
49655	3758	89066	72051
49656	3758	89067	72052
49657	3758	89068	72054
49658	3758	89069	72055
49659	3759	89080	72057
49660	3759	89081	72058
49661	3759	89082	72060
49662	3759	89083	72062
49663	3759	89084	72063
49664	3759	89085	72065
49665	3759	89086	72067
49666	3759	89087	72068
49667	3759	89088	72069
49668	3759	89089	72071
49669	3759	89090	72073
49670	3759	89091	72075
49671	3759	89092	72077
49672	3759	89093	72078
49673	3759	89094	72079
49674	3759	89095	72080
49675	3759	89096	72081
49676	3759	89097	72083
49677	3759	89098	72085
49678	3759	89099	72086
49679	3759	89100	72087
49680	3759	89101	72089
49681	3759	89102	72091
49682	3759	89103	72092
49683	3759	89104	72093
49684	3759	89105	72094
49685	3759	89106	72095
49686	3759	89107	72097
49687	3759	89108	72098
49688	3760	89119	72100
49689	3760	89120	72101
49690	3760	89121	72102
49691	3760	89122	72103
49692	3760	89123	72105
49693	3760	89124	72106
49694	3760	89125	72108
49695	3760	89126	72110
49696	3760	89127	72112
49697	3760	89128	72114
49698	3760	89129	72116
49699	3760	89130	72118
49700	3760	89131	72120
49701	3760	89132	72121
49702	3760	89133	72122
49703	3760	89134	72124
49704	3760	89135	72126
49705	3760	89136	72127
49706	3760	89138	72130
49707	3760	89139	72133
49708	3761	89151	72135
49709	3761	89152	72136
49710	3761	89153	72137
49711	3761	89154	72138
49712	3761	89155	72140
49713	3761	89156	72141
49714	3761	89157	72143
49715	3762	89168	72144
49716	3762	89169	72145
49717	3762	89170	72146
49718	3762	89171	72147
49719	3762	89172	72148
49720	3762	89173	72150
49721	3762	89174	72152
49722	3762	89175	72154
49723	3763	89186	72156
49724	3763	89187	72157
49725	3763	89189	72160
49726	3763	89190	72162
49727	3763	89191	72163
49728	3763	89192	72165
49729	3763	89193	72166
49730	3763	89194	72167
49731	3763	89195	72169
49732	3763	89196	72170
49733	3763	89197	72172
49734	3763	89198	72173
49735	3763	89199	72175
49736	3763	89200	72176
49737	3763	89201	72177
49738	3763	89202	72178
49739	3763	89203	72179
49740	3763	89204	72180
49741	3763	89205	72182
49742	3763	89206	72183
49743	3764	89217	72185
49744	3764	89218	72186
49745	3764	89219	72188
49746	3764	89220	72190
49747	3764	89221	72191
49748	3764	89222	72193
49749	3764	89223	72195
49750	3765	89235	72197
49751	3765	89236	72198
49752	3765	89237	72199
49753	3765	89238	72200
49754	3765	89239	72202
49755	3766	89250	72203
49756	3766	89251	72204
49757	3766	89252	72205
49758	3766	89253	72206
49759	3766	89254	72207
49760	3766	89255	72208
49761	3766	89256	72209
49762	3766	89257	72211
49763	3766	89258	72212
49764	3766	89259	72214
49765	3767	89270	72216
49766	3767	89271	72217
49767	3767	89272	72218
49768	3767	89273	72220
49769	3767	89274	72221
49770	3767	89275	72222
49771	3767	89276	72223
49772	3767	89277	72224
49773	3767	89278	72225
49774	3767	89279	72226
49775	3767	89280	72227
49776	3767	89281	72229
49777	3767	89282	72231
49778	3767	89283	72232
49779	3767	89284	72234
49780	3767	89285	72235
49781	3767	89286	72237
49782	3767	89287	72238
49783	3768	89298	72239
49784	3768	89299	72240
49785	3768	89300	72241
49786	3768	89301	72243
49787	3768	89302	72245
49788	3768	89303	72248
49789	3769	89314	72250
49790	3769	89315	72251
49791	3769	89316	72252
49792	3769	89317	72254
49793	3769	89318	72256
49794	3769	89319	72257
49795	3769	89320	72258
49796	3769	89321	72259
49797	3769	89322	72261
49798	3769	89323	72263
49799	3769	89324	72264
49800	3769	89325	72265
49801	3769	89326	72268
49802	3769	89327	72270
49803	3769	89328	72271
49804	3769	89329	72272
49805	3769	89330	72273
49806	3769	89331	72274
49807	3770	89342	72276
49808	3770	89343	72277
49809	3770	89344	72279
49810	3770	89345	72281
49811	3770	89346	72282
49812	3770	89347	72283
49813	3770	89348	72284
49814	3770	89349	72286
49815	3770	89350	72287
49816	3770	89351	72288
49817	3770	89352	72290
49818	3770	89353	72292
49819	3770	89354	72294
49820	3770	89355	72295
49821	3770	89356	72297
49822	3770	89357	72298
49823	3770	89358	72300
49824	3770	89359	72301
49825	3770	89360	72302
49826	3770	89361	72303
49827	3770	89362	72305
49828	3770	89363	72306
49829	3770	89364	72307
49830	3770	89365	72308
49831	3770	89367	72311
49832	3771	89378	72312
49833	3771	89379	72313
49834	3771	89380	72314
49835	3771	89381	72316
49836	3771	89382	72317
49837	3771	89383	72318
49838	3771	89384	72319
49839	3771	89385	72320
49840	3771	89386	72322
49841	3771	89387	72324
49842	3771	89388	72325
49843	3771	89389	72328
49844	3771	89390	72329
49845	3771	89391	72331
49846	3771	89392	72332
49847	3771	89393	72334
49848	3771	89394	72335
49849	3771	89395	72336
49850	3771	89396	72337
49851	3772	89407	72338
49852	3772	89408	72339
49853	3772	89409	72340
49854	3772	89410	72341
49855	3772	89411	72343
49856	3772	89412	72345
49857	3772	89413	72346
49858	3772	89414	72348
49859	3772	89415	72350
49860	3772	89416	72351
49861	3772	89417	72352
49862	3772	89418	72353
49863	3772	89419	72355
49864	3773	89431	72356
49865	3773	89432	72357
49866	3773	89433	72359
49867	3773	89434	72361
49868	3773	89435	72362
49869	3773	89436	72363
49870	3773	89437	72364
49871	3774	89448	72366
49872	3774	89449	72367
49873	3774	89450	72368
49874	3774	89451	72370
49875	3774	89452	72372
49876	3774	89453	72373
49877	3774	89454	72374
49878	3774	89455	72375
49879	3774	89456	72376
49880	3774	89457	72377
49881	3774	89458	72379
49882	3774	89459	72382
49883	3774	89460	72384
49884	3774	89461	72385
49885	3774	89462	72386
49886	3774	89463	72387
49887	3774	89464	72388
49888	3775	89475	72390
49889	3775	89476	72391
49890	3775	89477	72392
49891	3775	89478	72394
49892	3775	89479	72395
49893	3775	89480	72397
49894	3775	89481	72398
49895	3775	89482	72399
49896	3775	89483	72401
49897	3775	89484	72403
49898	3775	89485	72405
49899	3775	89486	72407
49900	3776	89497	72409
49901	3776	89498	72411
49902	3776	89499	72412
49903	3776	89500	72414
49904	3776	89501	72416
49905	3776	89502	72418
49906	3776	89503	72420
49907	3776	89504	72421
49908	3776	89505	72424
49909	3776	89506	72425
49910	3776	89507	72428
49911	3776	89508	72429
49912	3776	89509	72430
49913	3776	89510	72431
49914	3776	89511	72432
49915	3776	89512	72433
49916	3777	89523	72434
49917	3777	89524	72435
49918	3777	89525	72436
49919	3777	89526	72437
49920	3777	89527	72438
49921	3777	89528	72440
49922	3777	89529	72441
49923	3777	89530	72443
49924	3777	89531	72444
49925	3777	89532	72446
49926	3777	89533	72447
49927	3777	89534	72448
49928	3777	89535	72449
49929	3777	89536	72451
49930	3778	89547	72453
49931	3778	89548	72454
49932	3778	89549	72456
49933	3778	89550	72458
49934	3778	89551	72460
49935	3778	89552	72461
49936	3778	89553	72462
49937	3778	89554	72464
49938	3778	89555	72466
49939	3778	89556	72469
49940	3778	89557	72470
49941	3779	89568	72472
49942	3779	89569	72473
49943	3779	89570	72474
49944	3779	89571	72476
49945	3779	89572	72478
49946	3779	89573	72479
49947	3779	89574	72480
49948	3779	89575	72481
49949	3779	89576	72482
49950	3779	89577	72484
49951	3779	89578	72487
49952	3779	89579	72489
49953	3779	89580	72491
49954	3779	89581	72492
49955	3780	89592	72494
49956	3780	89593	72495
49957	3780	89594	72497
49958	3780	89595	72498
49959	3780	89596	72499
49960	3780	89597	72500
49961	3780	89598	72502
49962	3781	89609	72503
49963	3781	89610	72504
49964	3781	89611	72505
49965	3781	89612	72507
49966	3781	89613	72508
49967	3781	89614	72510
49968	3781	89615	72512
49969	3781	89616	72513
49970	3781	89617	72514
49971	3781	89618	72515
49972	3781	89619	72516
49973	3781	89620	72518
49974	3781	89621	72519
49975	3781	89622	72520
49976	3781	89623	72521
49977	3781	89624	72523
49978	3781	89625	72524
49979	3782	89637	72526
49980	3782	89638	72527
49981	3782	89639	72528
49982	3782	89640	72530
49983	3782	89641	72533
49984	3782	89642	72534
49985	3783	89653	72536
49986	3783	89654	72537
49987	3783	89655	72538
49988	3783	89656	72540
49989	3783	89657	72542
49990	3783	89658	72543
49991	3783	89659	72544
49992	3783	89660	72545
49993	3783	89661	72546
49994	3783	89662	72548
49995	3783	89663	72551
49996	3783	89664	72553
49997	3783	89665	72555
49998	3783	89666	72556
49999	3784	89677	72558
50000	3784	89678	72559
50001	3784	89679	72561
50002	3784	89680	72563
50003	3784	89681	72564
50004	3784	89682	72565
50005	3784	89683	72567
50006	3784	89684	72568
50007	3784	89685	72570
50008	3785	89696	72571
50009	3785	89697	72572
50010	3785	89698	72573
50011	3785	89699	72574
50012	3785	89700	72575
50013	3785	89701	72576
50014	3785	89702	72578
50015	3785	89703	72580
50016	3785	89704	72581
50017	3785	89705	72582
50018	3785	89706	72583
50019	3785	89707	72584
