Verse	WLCsort	WLC	clauseID
4760	112439	מְנַשֶּׁה֙	c17523
4760	112440	הָלַ֔ךְ	c17523
4760	112441	וַיִּלְכֹּ֖ד	c17524
4760	112442	אֶת־	c17524
4760	112443	חַוֺּתֵיהֶ֑ם	c17524
4760	112444	וַיִּקְרָ֥א	c17525
4760	112445	אֶתְהֶ֖ן	c17525
4760	112446	חַוֺּ֥ת	
4760	112447	יָאִֽיר׃	c17525
4761	112458	וְנֹ֣בַח	c17526
4761	112459	הָלַ֔ךְ	c17526
4761	112460	וַיִּלְכֹּ֥ד	c17527
4761	112461	אֶת־	c17527
4761	112462	קְנָ֖ת	c17527
4761	112463	וְאֶת־	c17527
4761	112464	בְּנֹתֶ֑יהָ	c17527
4761	112465	וַיִּקְרָ֧א	c17528
4761	112466	לָ֦ה	
4761	112467	נֹ֖בַח	c17528
4761	112468	בִּשְׁמֽוֹ׃	c17528
4761	112469	פ	
4762	112480	אֵ֜לֶּה	c17529
4762	112481	מַסְעֵ֣י	c17529
4762	112482	בְנֵֽי־	c17529
4762	112483	יִשְׂרָאֵ֗ל	c17529
4762	112484	אֲשֶׁ֥ר	c17530
4762	112485	יָצְא֛וּ	c17530
4762	112486	מֵאֶ֥רֶץ	c17530
4762	112487	מִצְרַ֖יִם	c17530
4762	112488	לְצִבְאֹתָ֑ם	c17530
4762	112489	בְּיַד־	c17530
4762	112490	מֹשֶׁ֖ה	c17530
4762	112491	וְאַהֲרֹֽן׃	c17530
4763	112502	וַיִּכְתֹּ֨ב	c17531
4763	112503	מֹשֶׁ֜ה	c17531
4763	112504	אֶת־	c17531
4763	112505	מוֹצָאֵיהֶ֛ם	c17531
4763	112506	לְמַסְעֵיהֶ֖ם	c17531
4763	112507	עַל־	c17531
4763	112508	פִּ֣י	c17531
4763	112509	יְהוָ֑ה	c17531
4763	112510	וְאֵ֥לֶּה	c17532
4763	112511	מַסְעֵיהֶ֖ם	c17532
4763	112512	לְמוֹצָאֵיהֶֽם׃	c17532
4764	112523	וַיִּסְע֤וּ	c17533
4764	112524	מֵֽרַעְמְסֵס֙	c17533
4764	112525	בַּחֹ֣דֶשׁ	c17533
4764	112526	הָֽרִאשׁ֔וֹן	c17533
4764	112527	בַּחֲמִשָּׁ֥ה	c17533
4764	112528	עָשָׂ֛ר	c17533
4764	112529	י֖וֹם	c17533
4764	112530	לַחֹ֣דֶשׁ	c17533
4764	112531	הָרִאשׁ֑וֹן	c17533
4764	112532	מִֽמָּחֳרַ֣ת	c17534
4764	112533	הַפֶּ֗סַח	c17534
4764	112534	יָצְא֤וּ	c17534
4764	112535	בְנֵֽי־	c17534
4764	112536	יִשְׂרָאֵל֙	c17534
4764	112537	בְּיָ֣ד	c17534
4764	112538	רָמָ֔ה	c17534
4764	112539	לְעֵינֵ֖י	c17534
4764	112540	כָּל־	c17534
4764	112541	מִצְרָֽיִם׃	c17534
4765	112552	וּמִצְרַ֣יִם	c17535
4765	112553	מְקַבְּרִ֗ים	c17535
4765	112554	אֵת֩	c17536
4765	112555	אֲשֶׁ֨ר	c17536
4765	112556	הִכָּ֧ה	c17536
4765	112557	יְהוָ֛ה	c17536
4765	112558	בָּהֶ֖ם	
4765	112559	כָּל־	c17537
4765	112560	בְּכ֑וֹר	c17537
4765	112561	וּבֵאלֹ֣הֵיהֶ֔ם	c17538
4765	112562	עָשָׂ֥ה	c17538
4765	112563	יְהוָ֖ה	c17538
4765	112564	שְׁפָטִֽים׃	c17538
4766	112575	וַיִּסְע֥וּ	c17539
4766	112576	בְנֵֽי־	c17539
4766	112577	יִשְׂרָאֵ֖ל	c17539
4766	112578	מֵרַעְמְסֵ֑ס	c17539
4766	112579	וַֽיַּחֲנ֖וּ	c17540
4766	112580	בְּסֻכֹּֽת׃	c17540
4767	112591	וַיִּסְע֖וּ	c17541
4767	112592	מִסֻּכֹּ֑ת	c17541
4767	112593	וַיַּחֲנ֣וּ	c17542
4767	112594	בְאֵתָ֔ם	c17542
4767	112595	אֲשֶׁ֖ר	c17543
4767	112596	בִּקְצֵ֥ה	c17543
4767	112597	הַמִּדְבָּֽר׃	c17543
4768	112608	וַיִּסְעוּ֙	c17544
4768	112609	מֵֽאֵתָ֔ם	c17544
4768	112610	וַיָּ֙שָׁב֙	c17545
4768	112611	עַל־	c17545
4768	112612	פִּ֣י	
4768	112613	הַחִירֹ֔ת	c17545
4768	112614	אֲשֶׁ֥ר	c17546
4768	112615	עַל־	c17546
4768	112616	פְּנֵ֖י	c17546
4768	112617	בַּ֣עַל	
4768	112618	צְפ֑וֹן	c17546
4768	112619	וַֽיַּחֲנ֖וּ	c17547
4768	112620	לִפְנֵ֥י	c17547
4768	112621	מִגְדֹּֽל׃	c17547
4769	112632	וַיִּסְעוּ֙	c17548
4769	112633	מִפְּנֵ֣י	c17548
4769	112634	הַֽחִירֹ֔ת	c17548
4769	112635	וַיַּֽעַבְר֥וּ	c17549
4769	112636	בְתוֹךְ־	c17549
4769	112637	הַיָּ֖ם	c17549
4769	112638	הַמִּדְבָּ֑רָה	c17549
4769	112639	וַיֵּ֨לְכ֜וּ	c17550
4769	112640	דֶּ֣רֶךְ	c17550
4769	112641	שְׁלֹ֤שֶׁת	c17550
4769	112642	יָמִים֙	c17550
4769	112643	בְּמִדְבַּ֣ר	c17550
4769	112644	אֵתָ֔ם	c17550
4769	112645	וַֽיַּחֲנ֖וּ	c17551
4769	112646	בְּמָרָֽה׃	c17551
4770	112657	וַיִּסְעוּ֙	c17552
4770	112658	מִמָּרָ֔ה	c17552
4770	112659	וַיָּבֹ֖אוּ	c17553
4770	112660	אֵילִ֑מָה	c17553
4770	112661	וּ֠בְאֵילִם	c17554
4770	112662	שְׁתֵּ֣ים	c17554
4770	112663	עֶשְׂרֵ֞ה	c17554
4770	112664	עֵינֹ֥ת	c17554
4770	112665	מַ֛יִם	c17554
4770	112666	וְשִׁבְעִ֥ים	c17554
4770	112667	תְּמָרִ֖ים	c17554
4770	112668	וַיַּחֲנוּ־	c17555
4770	112669	שָֽׁם׃	c17555
4771	112680	וַיִּסְע֖וּ	c17556
4771	112681	מֵאֵילִ֑ם	c17556
4771	112682	וַֽיַּחֲנ֖וּ	c17557
4771	112683	עַל־	c17557
4771	112684	יַם־	c17557
4771	112685	סֽוּף׃	c17557
4772	112696	וַיִּסְע֖וּ	c17558
4772	112697	מִיַּם־	c17558
4772	112698	ס֑וּף	c17558
4772	112699	וַֽיַּחֲנ֖וּ	c17559
4772	112700	בְּמִדְבַּר־	c17559
4772	112701	סִֽין׃	c17559
4773	112712	וַיִּסְע֖וּ	c17560
4773	112713	מִמִּדְבַּר־	c17560
4773	112714	סִ֑ין	c17560
4773	112715	וַֽיַּחֲנ֖וּ	c17561
4773	112716	בְּדָפְקָֽה׃	c17561
4774	112727	וַיִּסְע֖וּ	c17562
4774	112728	מִדָּפְקָ֑ה	c17562
4774	112729	וַֽיַּחֲנ֖וּ	c17563
4774	112730	בְּאָלֽוּשׁ׃	c17563
4775	112741	וַיִּסְע֖וּ	c17564
4775	112742	מֵאָל֑וּשׁ	c17564
4775	112743	וַֽיַּחֲנוּ֙	c17565
4775	112744	בִּרְפִידִ֔ם	c17565
4775	112745	וְלֹא־	c17566
4775	112746	הָ֨יָה	c17566
4775	112747	שָׁ֥ם	c17566
4775	112748	מַ֛יִם	c17566
4775	112749	לָעָ֖ם	c17566
4775	112750	לִשְׁתּֽוֹת׃	c17567
4776	112761	וַיִּסְע֖וּ	c17568
4776	112762	מֵרְפִידִ֑ם	c17568
4776	112763	וַֽיַּחֲנ֖וּ	c17569
4776	112764	בְּמִדְבַּ֥ר	c17569
4776	112765	סִינָֽי׃	c17569
4777	112776	וַיִּסְע֖וּ	c17570
4777	112777	מִמִּדְבַּ֣ר	c17570
4777	112778	סִינָ֑י	c17570
4777	112779	וַֽיַּחֲנ֖וּ	c17571
4777	112780	בְּקִבְרֹ֥ת	
4777	112781	הַֽתַּאֲוָֽה׃	c17571
4778	112792	וַיִּסְע֖וּ	c17572
4778	112793	מִקִּבְרֹ֣ת	
4778	112794	הַֽתַּאֲוָ֑ה	c17572
4778	112795	וַֽיַּחֲנ֖וּ	c17573
4778	112796	בַּחֲצֵרֹֽת׃	c17573
4779	112807	וַיִּסְע֖וּ	c17574
4779	112808	מֵחֲצֵרֹ֑ת	c17574
4779	112809	וַֽיַּחֲנ֖וּ	c17575
4779	112810	בְּרִתְמָֽה׃	c17575
4780	112821	וַיִּסְע֖וּ	c17576
4780	112822	מֵרִתְמָ֑ה	c17576
4780	112823	וַֽיַּחֲנ֖וּ	c17577
4780	112824	בְּרִמֹּ֥ן	
4780	112825	פָּֽרֶץ׃	c17577
4781	112836	וַיִּסְע֖וּ	c17578
4781	112837	מֵרִמֹּ֣ן	
4781	112838	פָּ֑רֶץ	c17578
4781	112839	וַֽיַּחֲנ֖וּ	c17579
4781	112840	בְּלִבְנָֽה׃	c17579
4782	112851	וַיִּסְע֖וּ	c17580
4782	112852	מִלִּבְנָ֑ה	c17580
4782	112853	וַֽיַּחֲנ֖וּ	c17581
4782	112854	בְּרִסָּֽה׃	c17581
4783	112865	וַיִּסְע֖וּ	c17582
4783	112866	מֵרִסָּ֑ה	c17582
4783	112867	וַֽיַּחֲנ֖וּ	c17583
4783	112868	בִּקְהֵלָֽתָה׃	c17583
4784	112879	וַיִּסְע֖וּ	c17584
4784	112880	מִקְּהֵלָ֑תָה	c17584
4784	112881	וַֽיַּחֲנ֖וּ	c17585
4784	112882	בְּהַר־	c17585
4784	112883	שָֽׁפֶר׃	c17585
4785	112894	וַיִּסְע֖וּ	c17586
4785	112895	מֵֽהַר־	c17586
4785	112896	שָׁ֑פֶר	c17586
4785	112897	וַֽיַּחֲנ֖וּ	c17587
4785	112898	בַּחֲרָדָֽה׃	c17587
4786	112909	וַיִּסְע֖וּ	c17588
4786	112910	מֵחֲרָדָ֑ה	c17588
4786	112911	וַֽיַּחֲנ֖וּ	c17589
4786	112912	בְּמַקְהֵלֹֽת׃	c17589
4787	112923	וַיִּסְע֖וּ	c17590
4787	112924	מִמַּקְהֵלֹ֑ת	c17590
4787	112925	וַֽיַּחֲנ֖וּ	c17591
4787	112926	בְּתָֽחַת׃	c17591
4788	112937	וַיִּסְע֖וּ	c17592
4788	112938	מִתָּ֑חַת	c17592
4788	112939	וַֽיַּחֲנ֖וּ	c17593
4788	112940	בְּתָֽרַח׃	c17593
4789	112951	וַיִּסְע֖וּ	c17594
4789	112952	מִתָּ֑רַח	c17594
4789	112953	וַֽיַּחֲנ֖וּ	c17595
4789	112954	בְּמִתְקָֽה׃	c17595
4790	112965	וַיִּסְע֖וּ	c17596
4790	112966	מִמִּתְקָ֑ה	c17596
4790	112967	וַֽיַּחֲנ֖וּ	c17597
4790	112968	בְּחַשְׁמֹנָֽה׃	c17597
4791	112979	וַיִּסְע֖וּ	c17598
4791	112980	מֵֽחַשְׁמֹנָ֑ה	c17598
4791	112981	וַֽיַּחֲנ֖וּ	c17599
4791	112982	בְּמֹסֵרֽוֹת׃	c17599
4792	112993	וַיִּסְע֖וּ	c17600
4792	112994	מִמֹּסֵר֑וֹת	c17600
4792	112995	וַֽיַּחֲנ֖וּ	c17601
4792	112996	בִּבְנֵ֥י	
4792	112997	יַעֲקָֽן׃	c17601
4793	113008	וַיִּסְע֖וּ	c17602
4793	113009	מִבְּנֵ֣י	
4793	113010	יַעֲקָ֑ן	c17602
4793	113011	וַֽיַּחֲנ֖וּ	c17603
4793	113012	בְּחֹ֥ר	
4793	113013	הַגִּדְגָּֽד׃	c17603
4794	113024	וַיִּסְע֖וּ	c17604
4794	113025	מֵחֹ֣ר	
4794	113026	הַגִּדְגָּ֑ד	c17604
4794	113027	וַֽיַּחֲנ֖וּ	c17605
4794	113028	בְּיָטְבָֽתָה׃	c17605
4795	113039	וַיִּסְע֖וּ	c17606
4795	113040	מִיָּטְבָ֑תָה	c17606
4795	113041	וַֽיַּחֲנ֖וּ	c17607
4795	113042	בְּעַבְרֹנָֽה׃	c17607
4796	113053	וַיִּסְע֖וּ	c17608
4796	113054	מֵֽעַבְרֹנָ֑ה	c17608
4796	113055	וַֽיַּחֲנ֖וּ	c17609
4796	113056	בְּעֶצְי֥וֹן	
4796	113057	גָּֽבֶר׃	c17609
4797	113068	וַיִּסְע֖וּ	c17610
4797	113069	מֵעֶצְי֣וֹן	
4797	113070	גָּ֑בֶר	c17610
4797	113071	וַיַּחֲנ֥וּ	c17611
4797	113072	בְמִדְבַּר־	c17611
4797	113073	צִ֖ן	c17611
4797	113074	הִ֥וא	c17612
4797	113075	קָדֵֽשׁ׃	c17612
4798	113086	וַיִּסְע֖וּ	c17613
4798	113087	מִקָּדֵ֑שׁ	c17613
4798	113088	וַֽיַּחֲנוּ֙	c17614
4798	113089	בְּהֹ֣ר	c17614
4798	113090	הָהָ֔ר	c17614
4798	113091	בִּקְצֵ֖ה	c17614
4798	113092	אֶ֥רֶץ	c17614
4798	113093	אֱדֽוֹם׃	c17614
4799	113104	וַיַּעַל֩	c17615
4799	113105	אַהֲרֹ֨ן	c17615
4799	113106	הַכֹּהֵ֜ן	c17615
4799	113107	אֶל־	c17615
4799	113108	הֹ֥ר	c17615
4799	113109	הָהָ֛ר	c17615
4799	113110	עַל־	c17615
4799	113111	פִּ֥י	c17615
4799	113112	יְהוָ֖ה	c17615
4799	113113	וַיָּ֣מָת	c17616
4799	113114	שָׁ֑ם	c17616
4799	113115	בִּשְׁנַ֣ת	c17616
4799	113116	הָֽאַרְבָּעִ֗ים	c17616
4799	113117	לְצֵ֤את	c17617
4799	113118	בְּנֵֽי־	c17617
4799	113119	יִשְׂרָאֵל֙	c17617
4799	113120	מֵאֶ֣רֶץ	c17617
4799	113121	מִצְרַ֔יִם	c17617
4799	113122	בַּחֹ֥דֶשׁ	c17618
4799	113123	הַחֲמִישִׁ֖י	c17618
4799	113124	בְּאֶחָ֥ד	c17618
4799	113125	לַחֹֽדֶשׁ׃	c17618
4800	113136	וְאַהֲרֹ֔ן	c17619
4800	113137	בֶּן־	c17619
4800	113138	שָׁלֹ֧שׁ	c17619
4800	113139	וְעֶשְׂרִ֛ים	c17619
4800	113140	וּמְאַ֖ת	c17619
4800	113141	שָׁנָ֑ה	c17619
4800	113142	בְּמֹת֖וֹ	c17619
4800	113143	בְּהֹ֥ר	c17619
4800	113144	הָהָֽר׃	c17619
4800	113145	ס	
4801	113156	וַיִּשְׁמַ֗ע	c17620
4801	113157	הַֽכְּנַעֲנִי֙	c17620
4801	113158	מֶ֣לֶךְ	c17620
4801	113159	עֲרָ֔ד	c17620
4801	113160	וְהֽוּא־	c17621
4801	113161	יֹשֵׁ֥ב	c17621
4801	113162	בַּנֶּ֖גֶב	c17621
4801	113163	בְּאֶ֣רֶץ	c17621
4801	113164	כְּנָ֑עַן	c17621
4801	113165	בְּבֹ֖א	c17622
4801	113166	בְּנֵ֥י	c17622
4801	113167	יִשְׂרָאֵֽל׃	c17622
4802	113178	וַיִּסְע֖וּ	c17623
4802	113179	מֵהֹ֣ר	c17623
4802	113180	הָהָ֑ר	c17623
4802	113181	וַֽיַּחֲנ֖וּ	c17624
4802	113182	בְּצַלְמֹנָֽה׃	c17624
4803	113193	וַיִּסְע֖וּ	c17625
4803	113194	מִצַּלְמֹנָ֑ה	c17625
4803	113195	וַֽיַּחֲנ֖וּ	c17626
4803	113196	בְּפוּנֹֽן׃	c17626
4804	113207	וַיִּסְע֖וּ	c17627
4804	113208	מִפּוּנֹ֑ן	c17627
4804	113209	וַֽיַּחֲנ֖וּ	c17628
4804	113210	בְּאֹבֹֽת׃	c17628
4805	113221	וַיִּסְע֖וּ	c17629
4805	113222	מֵאֹבֹ֑ת	c17629
4805	113223	וַֽיַּחֲנ֛וּ	c17630
4805	113224	בְּעִיֵּ֥י	
4805	113225	הָעֲבָרִ֖ים	c17630
4805	113226	בִּגְב֥וּל	c17630
4805	113227	מוֹאָֽב׃	c17630
4806	113238	וַיִּסְע֖וּ	c17631
4806	113239	מֵעִיִּ֑ים	c17631
4806	113240	וַֽיַּחֲנ֖וּ	c17632
4806	113241	בְּדִיבֹ֥ן	c17632
4806	113242	גָּֽד׃	c17632
4807	113253	וַיִּסְע֖וּ	c17633
4807	113254	מִדִּיבֹ֣ן	c17633
4807	113255	גָּ֑ד	c17633
4807	113256	וַֽיַּחֲנ֖וּ	c17634
4807	113257	בְּעַלְמֹ֥ן	
4807	113258	דִּבְלָתָֽיְמָה׃	c17634
4808	113269	וַיִּסְע֖וּ	c17635
4808	113270	מֵעַלְמֹ֣ן	
4808	113271	דִּבְלָתָ֑יְמָה	c17635
4808	113272	וַֽיַּחֲנ֛וּ	c17636
4808	113273	בְּהָרֵ֥י	c17636
4808	113274	הָעֲבָרִ֖ים	c17636
4808	113275	לִפְנֵ֥י	c17636
4808	113276	נְבֽוֹ׃	c17636
4809	113287	וַיִּסְע֖וּ	c17637
4809	113288	מֵהָרֵ֣י	c17637
4809	113289	הָעֲבָרִ֑ים	c17637
4809	113290	וַֽיַּחֲנוּ֙	c17638
4809	113291	בְּעַֽרְבֹ֣ת	c17638
4809	113292	מוֹאָ֔ב	c17638
4809	113293	עַ֖ל	c17638
4809	113294	יַרְדֵּ֥ן	c17638
4809	113295	יְרֵחֽוֹ׃	c17638
4810	113306	וַיַּחֲנ֤וּ	c17639
4810	113307	עַל־	c17639
4810	113308	הַיַּרְדֵּן֙	c17639
4810	113309	מִבֵּ֣ית	
4810	113310	הַיְשִׁמֹ֔ת	c17639
4810	113311	עַ֖ד	c17639
4810	113312	אָבֵ֣ל	
4810	113313	הַשִּׁטִּ֑ים	c17639
4810	113314	בְּעַֽרְבֹ֖ת	c17639
4810	113315	מוֹאָֽב׃	c17639
4810	113316	ס	
4811	113327	וַיְדַבֵּ֧ר	c17640
4811	113328	יְהוָ֛ה	c17640
4811	113329	אֶל־	c17640
4811	113330	מֹשֶׁ֖ה	c17640
4811	113331	בְּעַֽרְבֹ֣ת	c17640
4811	113332	מוֹאָ֑ב	c17640
4811	113333	עַל־	c17640
4811	113334	יַרְדֵּ֥ן	c17640
4811	113335	יְרֵח֖וֹ	c17640
4811	113336	לֵאמֹֽר׃	c17641
4812	113347	דַּבֵּר֙	c17642
4812	113348	אֶל־	c17642
4812	113349	בְּנֵ֣י	c17642
4812	113350	יִשְׂרָאֵ֔ל	c17642
4812	113351	וְאָמַרְתָּ֖	c17643
4812	113352	אֲלֵהֶ֑ם	c17643
4812	113353	כִּ֥י	c17644
4812	113354	אַתֶּ֛ם	c17644
4812	113355	עֹבְרִ֥ים	c17644
4812	113356	אֶת־	c17644
4812	113357	הַיַּרְדֵּ֖ן	c17644
4812	113358	אֶל־	c17644
4812	113359	אֶ֥רֶץ	c17644
4812	113360	כְּנָֽעַן׃	c17644
4813	113371	וְה֨וֹרַשְׁתֶּ֜ם	c17645
4813	113372	אֶת־	c17645
4813	113373	כָּל־	c17645
4813	113374	יֹשְׁבֵ֤י	c17645
4813	113375	הָאָ֙רֶץ֙	c17645
4813	113376	מִפְּנֵיכֶ֔ם	c17645
4813	113377	וְאִ֨בַּדְתֶּ֔ם	c17646
4813	113378	אֵ֖ת	c17646
4813	113379	כָּל־	c17646
4813	113380	מַשְׂכִּיֹּתָ֑ם	c17646
4813	113381	וְאֵ֨ת	c17647
4813	113382	כָּל־	c17647
4813	113383	צַלְמֵ֤י	c17647
4813	113384	מַסֵּֽכֹתָם֙	c17647
4813	113385	תְּאַבֵּ֔דוּ	c17647
4813	113386	וְאֵ֥ת	c17648
4813	113387	כָּל־	c17648
4813	113388	בָּמֹתָ֖ם	c17648
4813	113389	תַּשְׁמִֽידוּ׃	c17648
4814	113400	וְהוֹרַשְׁתֶּ֥ם	c17649
4814	113401	אֶת־	c17649
4814	113402	הָאָ֖רֶץ	c17649
4814	113403	וִֽישַׁבְתֶּם־	c17650
4814	113404	בָּ֑הּ	
4814	113405	כִּ֥י	c17651
4814	113406	לָכֶ֛ם	
4814	113407	נָתַ֥תִּי	c17651
4814	113408	אֶת־	c17651
4814	113409	הָאָ֖רֶץ	c17651
4814	113410	לָרֶ֥שֶׁת	c17652
4814	113411	אֹתָֽהּ׃	c17652
4815	113422	וְהִתְנַחַלְתֶּם֩	c17653
4815	113423	אֶת־	c17653
4815	113424	הָאָ֨רֶץ	c17653
4815	113425	בְּגוֹרָ֜ל	c17653
4815	113426	לְמִשְׁפְּחֹֽתֵיכֶ֗ם	c17653
4815	113427	לָרַ֞ב	c17654
4815	113428	תַּרְבּ֤וּ	c17654
4815	113429	אֶת־	c17654
4815	113430	נַחֲלָתוֹ֙	c17654
4815	113431	וְלַמְעַט֙	c17655
4815	113432	תַּמְעִ֣יט	c17655
4815	113433	אֶת־	c17655
4815	113434	נַחֲלָת֔וֹ	c17655
4815	113435	אֶל֩	c17656
4815	113436	אֲשֶׁר־	c17656
4815	113437	יֵ֨צֵא	c17656
4815	113438	ל֥וֹ	
4815	113439	שָׁ֛מָּה	c17656
4815	113440	הַגּוֹרָ֖ל	c17656
4815	113441	ל֣וֹ	
4815	113442	יִהְיֶ֑ה	c17657
4815	113443	לְמַטּ֥וֹת	c17658
4815	113444	אֲבֹתֵיכֶ֖ם	c17658
4815	113445	תִּתְנֶחָֽלוּ׃	c17658
4816	113456	וְאִם־	c17659
4816	113457	לֹ֨א	c17659
4816	113458	תוֹרִ֜ישׁוּ	c17659
4816	113459	אֶת־	c17659
4816	113460	יֹשְׁבֵ֣י	c17659
4816	113461	הָאָרֶץ֮	c17659
4816	113462	מִפְּנֵיכֶם֒	c17659
4816	113463	וְהָיָה֙	c17660
4816	113464	אֲשֶׁ֣ר	c17661
4816	113465	תּוֹתִ֣ירוּ	c17661
4816	113466	מֵהֶ֔ם	c17661
4816	113467	לְשִׂכִּים֙	c17662
4816	113468	בְּעֵ֣ינֵיכֶ֔ם	c17662
4816	113469	וְלִצְנִינִ֖ם	c17663
4816	113470	בְּצִדֵּיכֶ֑ם	c17663
4816	113471	וְצָרֲר֣וּ	c17664
4816	113472	אֶתְכֶ֔ם	c17664
4816	113473	עַל־	c17664
4816	113474	הָאָ֕רֶץ	c17664
4816	113475	אֲשֶׁ֥ר	c17665
4816	113476	אַתֶּ֖ם	c17665
4816	113477	יֹשְׁבִ֥ים	c17665
4816	113478	בָּֽהּ׃	
4817	113489	וְהָיָ֗ה	c17666
4817	113490	כַּאֲשֶׁ֥ר	c17667
4817	113491	דִּמִּ֛יתִי	c17667
4817	113492	לַעֲשׂ֥וֹת	c17668
4817	113493	לָהֶ֖ם	
4817	113494	אֶֽעֱשֶׂ֥ה	c17669
4817	113495	לָכֶֽם׃	
4817	113496	פ	
4818	113507	וַיְדַבֵּ֥ר	c17670
4818	113508	יְהוָ֖ה	c17670
4818	113509	אֶל־	c17670
4818	113510	מֹשֶׁ֥ה	c17670
4818	113511	לֵּאמֹֽר׃	c17671
4819	113522	צַ֞ו	c17672
4819	113523	אֶת־	c17672
4819	113524	בְּנֵ֤י	c17672
4819	113525	יִשְׂרָאֵל֙	c17672
4819	113526	וְאָמַרְתָּ֣	c17673
4819	113527	אֲלֵהֶ֔ם	c17673
4819	113528	כִּֽי־	c17674
4819	113529	אַתֶּ֥ם	c17674
4819	113530	בָּאִ֖ים	c17674
4819	113531	אֶל־	c17674
4819	113532	הָאָ֣רֶץ	c17674
4819	113533	כְּנָ֑עַן	c17674
4819	113534	זֹ֣את	c17675
4819	113535	הָאָ֗רֶץ	c17675
4819	113536	אֲשֶׁ֨ר	c17676
4819	113537	תִּפֹּ֤ל	c17676
4819	113538	לָכֶם֙	
4819	113539	בְּֽנַחֲלָ֔ה	c17676
4819	113540	אֶ֥רֶץ	c17677
4819	113541	כְּנַ֖עַן	c17677
4819	113542	לִגְבֻלֹתֶֽיהָ׃	c17677
4820	113553	וְהָיָ֨ה	c17678
4820	113554	לָכֶ֧ם	
4820	113555	פְּאַת־	c17678
4820	113556	נֶ֛גֶב	c17678
4820	113557	מִמִּדְבַּר־	c17678
4820	113558	צִ֖ן	c17678
4820	113559	עַל־	c17678
4820	113560	יְדֵ֣י	c17678
4820	113561	אֱד֑וֹם	c17678
4820	113562	וְהָיָ֤ה	c17679
4820	113563	לָכֶם֙	
4820	113564	גְּב֣וּל	c17679
4820	113565	נֶ֔גֶב	c17679
4820	113566	מִקְצֵ֥ה	c17679
4820	113567	יָם־	c17679
4820	113568	הַמֶּ֖לַח	c17679
4820	113569	קֵֽדְמָה׃	c17679
4821	113580	וְנָסַ֣ב	c17680
4821	113581	לָכֶם֩	
4821	113582	הַגְּב֨וּל	c17680
4821	113583	מִנֶּ֜גֶב	c17680
4821	113584	לְמַעֲלֵ֤ה	
4821	113585	עַקְרַבִּים֙	c17680
4821	113586	וְעָ֣בַר	c17681
4821	113587	צִ֔נָה	c17681
4821	113588	[והיה]	
4821	113589		
4821	113590	(וְהָיוּ֙)	c17682
4821	113591		
4821	113592	תּֽוֹצְאֹתָ֔יו	c17682
4821	113593	מִנֶּ֖גֶב	c17682
4821	113594	לְקָדֵ֣שׁ	
4821	113595	בַּרְנֵ֑עַ	c17682
4821	113596	וְיָצָ֥א	c17683
4821	113597	חֲצַר־	
4821	113598	אַדָּ֖ר	c17683
4821	113599	וְעָבַ֥ר	c17684
4821	113600	עַצְמֹֽנָה׃	c17684
4822	113611	וְנָסַ֧ב	c17685
4822	113612	הַגְּב֛וּל	c17685
4822	113613	מֵעַצְמ֖וֹן	c17685
4822	113614	נַ֣חְלָה	c17685
4822	113615	מִצְרָ֑יִם	c17685
4822	113616	וְהָי֥וּ	c17686
4822	113617	תוֹצְאֹתָ֖יו	c17686
4822	113618	הַיָּֽמָּה׃	c17686
4823	113629	וּגְב֣וּל	c17687
4823	113630	יָ֔ם	c17687
4823	113631	וְהָיָ֥ה	c17688
4823	113632	לָכֶ֛ם	
4823	113633	הַיָּ֥ם	c17688
4823	113634	הַגָּד֖וֹל	c17688
4823	113635	וּגְב֑וּל	c17689
4823	113636	זֶֽה־	c17690
4823	113637	יִהְיֶ֥ה	c17690
4823	113638	לָכֶ֖ם	
4823	113639	גְּב֥וּל	c17690
4823	113640	יָֽם׃	c17690
4824	113651	וְזֶֽה־	c17691
4824	113652	יִהְיֶ֥ה	c17691
4824	113653	לָכֶ֖ם	
4824	113654	גְּב֣וּל	c17691
4824	113655	צָפ֑וֹן	c17691
4824	113656	מִן־	
4824	113657	הַיָּם֙	c17692
4824	113658	הַגָּדֹ֔ל	c17692
4824	113659	תְּתָא֥וּ	c17692
4824	113660	לָכֶ֖ם	
4824	113661	הֹ֥ר	c17692
4824	113662	הָהָֽר׃	c17692
4825	113673	מֵהֹ֣ר	c17693
4825	113674	הָהָ֔ר	c17693
4825	113675	תְּתָא֖וּ	c17693
4825	113676	לְבֹ֣א	c17694
4825	113677	חֲמָ֑ת	c17694
4825	113678	וְהָי֛וּ	c17695
4825	113679	תּוֹצְאֹ֥ת	c17695
4825	113680	הַגְּבֻ֖ל	c17695
4825	113681	צְדָֽדָה׃	c17695
4826	113692	וְיָצָ֤א	c17696
4826	113693	הַגְּבֻל֙	c17696
4826	113694	זִפְרֹ֔נָה	c17696
4826	113695	וְהָי֥וּ	c17697
4826	113696	תוֹצְאֹתָ֖יו	c17697
4826	113697	חֲצַ֣ר	
4826	113698	עֵינָ֑ן	c17697
4826	113699	זֶֽה־	c17698
4826	113700	יִהְיֶ֥ה	c17698
4826	113701	לָכֶ֖ם	
4826	113702	גְּב֥וּל	c17698
4826	113703	צָפֽוֹן׃	c17698
4827	113714	וְהִתְאַוִּיתֶ֥ם	c17699
4827	113715	לָכֶ֖ם	
4827	113716	לִגְב֣וּל	c17699
4827	113717	קֵ֑דְמָה	c17699
4827	113718	מֵחֲצַ֥ר	
