ἀγάγετε	<p><font color='gray'>agagete</font> | <font color='gray'>agayete</font><br><blu><b>ἄγω</b></blu> | <red>to bring</red> | <num>G71</num><br><b>V-2AAM-2P</b> | <morphD>Verb, second Aorist, Active, iMperative, second, Plural</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G72<br><i>BDAG:</i> ἄγω<br><i>EDNT:</i> ἄγω<br><i>Louw-Nida:</i> 15.165</p>
ἀγάγετέ	<p><font color='gray'>agagete</font> | <font color='gray'>agayete</font><br><blu><b>ἄγω</b></blu> | <red>to bring</red> | <num>G71</num><br><b>V-2AAM-2P</b> | <morphD>Verb, second Aorist, Active, iMperative, second, Plural</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G72<br><i>BDAG:</i> ἄγω<br><i>EDNT:</i> ἄγω<br><i>Louw-Nida:</i> 15.165</p>
ἀγάγῃ	<p><font color='gray'>agagē</font> | <font color='gray'>agayiy</font><br><blu><b>ἄγω</b></blu> | <red>to bring</red> | <num>G71</num><br><b>V-2AAS-3S</b> | <morphD>Verb, second Aorist, Active, Subjunctive, third, Singular</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G72<br><i>BDAG:</i> ἄγω<br><i>EDNT:</i> ἄγω<br><i>Louw-Nida:</i> 15.165</p>
ἀγαγόντα	<p><font color='gray'>agagonta</font> | <font color='gray'>agagonta</font><br><blu><b>ἄγω</b></blu> | <red>to bring</red> | <num>G71</num><br><b>V-2AAP-ASM</b> | <morphD>Verb, second Aorist, Active, Participle, Accusative, Singular, Masculine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G72<br><i>BDAG:</i> ἄγω<br><i>EDNT:</i> ἄγω<br><i>Louw-Nida:</i> 15.165</p>
Ἀγαγόντες	<p><font color='gray'>agagontes</font> | <font color='gray'>agagontes</font><br><blu><b>ἄγω</b></blu> | <red>to bring</red> | <num>G71</num><br><b>V-2AAP-NPM</b> | <morphD>Verb, second Aorist, Active, Participle, Nominative, Plural, Masculine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G72<br><i>BDAG:</i> ἄγω<br><i>EDNT:</i> ἄγω<br><i>Louw-Nida:</i> 15.165</p>
ἀγαθά	<p><font color='gray'>agatha</font> | <font color='gray'>agaθa</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-APN</b> | <morphD>Adjective, Accusative, Plural, Neuter</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 57.33，65.20，88.1</p><hr><p><font color='gray'>agatha</font> | <font color='gray'>agaθa</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-NPN</b> | <morphD>Adjective, Nominative, Plural, Neuter</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p>
ἀγαθὰ	<p><font color='gray'>agatha</font> | <font color='gray'>agaθa</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-APN</b> | <morphD>Adjective, Accusative, Plural, Neuter</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 57.33，65.20，88.1</p>
ἀγαθάς	<p><font color='gray'>agathas</font> | <font color='gray'>agaθas</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-APF</b> | <morphD>Adjective, Accusative, Plural, Feminine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p>
ἀγαθὰς	<p><font color='gray'>agathas</font> | <font color='gray'>agaθas</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-APF</b> | <morphD>Adjective, Accusative, Plural, Feminine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p>
ἀγαθέ	<p><font color='gray'>agathe</font> | <font color='gray'>agaθe</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-VSM</b> | <morphD>Adjective, Vocative, Singular, Masculine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p>
ἀγαθὲ	<p><font color='gray'>agathe</font> | <font color='gray'>agaθe</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-VSM</b> | <morphD>Adjective, Vocative, Singular, Masculine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 65.20</p>
ἀγαθή	<p><font color='gray'>agathē</font> | <font color='gray'>agaθiy</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-NSF</b> | <morphD>Adjective, Nominative, Singular, Feminine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p>
ἀγαθὴ	<p><font color='gray'>agathē</font> | <font color='gray'>agaθiy</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-NSF</b> | <morphD>Adjective, Nominative, Singular, Feminine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p>
ἀγαθῇ	<p><font color='gray'>agathē</font> | <font color='gray'>agaθiy</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-DSF</b> | <morphD>Adjective, Dative, Singular, Feminine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p>
ἀγαθήν	<p><font color='gray'>agathēn</font> | <font color='gray'>agaθiyn</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-ASF</b> | <morphD>Adjective, Accusative, Singular, Feminine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 65.20，88.1</p>
ἀγαθὴν	<p><font color='gray'>agathēn</font> | <font color='gray'>agaθiyn</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-ASF</b> | <morphD>Adjective, Accusative, Singular, Feminine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 65.20，88.1</p>
ἀγαθῆς	<p><font color='gray'>agathēs</font> | <font color='gray'>agaθiys</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-GSF</b> | <morphD>Adjective, Genitive, Singular, Feminine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p>
ἀγαθοεργεῖν	<p><font color='gray'>agathoergein</font> | <font color='gray'>agaθoeryiyn</font><br><blu><b>ἀγαθοεργέω</b></blu> | <red>to do good</red> | <num>G14</num><br><b>V-PAN</b> | <morphD>Verb, Present, Active, iNfinitive</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G14<br><i>BDAG:</i> ἀγαθοεργέω<br><i>EDNT:</i> ἀγαθοεργέω<br><i>Louw-Nida:</i> 88.3</p>
ἀγαθοῖς	<p><font color='gray'>agathois</font> | <font color='gray'>agaθiys</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-DPM</b> | <morphD>Adjective, Dative, Plural, Masculine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p><hr><p><font color='gray'>agathois</font> | <font color='gray'>agaθiys</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-DPN</b> | <morphD>Adjective, Dative, Plural, Neuter</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 57.33，88.1</p>
ἀγαθόν	<p><font color='gray'>agathon</font> | <font color='gray'>agaθon</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-ASM</b> | <morphD>Adjective, Accusative, Singular, Masculine</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p><hr><p><font color='gray'>agathon</font> | <font color='gray'>agaθon</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-ASN</b> | <morphD>Adjective, Accusative, Singular, Neuter</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 65.20，88.1</p><hr><p><font color='gray'>agathon</font> | <font color='gray'>agaθon</font><br><blu><b>ἀγαθός</b></blu> | <red>good-doer</red> | <num>G18</num><br><b>A-NSN</b> | <morphD>Adjective, Nominative, Singular, Neuter</morphD><br><br><u>Other lexicons:</u><br><i>Goodrick-Kohlenberger:</i> GK-G19<br><i>BDAG:</i> ἀγαθός<br><i>EDNT:</i> ἀγαθός<br><i>Louw-Nida:</i> 88.1</p>
