OGNTsort	lexicalEntry	morphology	book	KJVversification	OGNTversification
030656	G3004	V-PAP-NPM	42	42.1.66	42.1.66
030657	G5101	I-NSN	42	42.1.66	42.1.66
030658	G686	CONJ	42	42.1.66	42.1.66
030659	G3588	T-NSN	42	42.1.66	42.1.66
030660	G3813	N-NSN	42	42.1.66	42.1.66
030661	G3778	D-NSN	42	42.1.66	42.1.66
030662	G1510	V-FDI-3S	42	42.1.66	42.1.66
030663	G2532	CONJ	42	42.1.66	42.1.66
030664	G1063	CONJ	42	42.1.66	42.1.66
030665	G5495	N-NSF	42	42.1.66	42.1.66
030666	G2962	N-GSM	42	42.1.66	42.1.66
030667	G1510	V-IAI-3S	42	42.1.66	42.1.66
030668	G3326	PREP	42	42.1.66	42.1.66
030669	G846	P-GSM	42	42.1.66	42.1.66
030670	G2532	CONJ	42	42.1.67	42.1.67
030671	G2197	N-NSM-P	42	42.1.67	42.1.67
030672	G3588	T-NSM	42	42.1.67	42.1.67
030673	G3962	N-NSM	42	42.1.67	42.1.67
030674	G846	P-GSM	42	42.1.67	42.1.67
030675	G4130	V-API-3S	42	42.1.67	42.1.67
030676	G4151	N-GSN	42	42.1.67	42.1.67
030677	G40	A-GSN	42	42.1.67	42.1.67
030678	G2532	CONJ	42	42.1.67	42.1.67
030679	G4395	V-AAI-3S	42	42.1.67	42.1.67
030680	G3004	V-PAP-NSM	42	42.1.67	42.1.67
030681	G2128	A-NSM	42	42.1.68	42.1.68
030682	G2962	N-NSM	42	42.1.68	42.1.68
030683	G3588	T-NSM	42	42.1.68	42.1.68
030684	G2316	N-NSM	42	42.1.68	42.1.68
030685	G3588	T-GSM	42	42.1.68	42.1.68
030686	G2474	N-GSM-L	42	42.1.68	42.1.68
030687	G3754	CONJ	42	42.1.68	42.1.68
030688	G1980	V-ADI-3S	42	42.1.68	42.1.68
030689	G2532	CONJ	42	42.1.68	42.1.68
030690	G4160	V-AAI-3S	42	42.1.68	42.1.68
030691	G3085	N-ASF	42	42.1.68	42.1.68
030692	G3588	T-DSM	42	42.1.68	42.1.68
030693	G2992	N-DSM	42	42.1.68	42.1.68
030694	G846	P-GSM	42	42.1.68	42.1.68
030695	G2532	CONJ	42	42.1.69	42.1.69
030696	G1453	V-AAI-3S	42	42.1.69	42.1.69
030697	G2768	N-ASN	42	42.1.69	42.1.69
030698	G4991	N-GSF	42	42.1.69	42.1.69
030699	G1473	P-1DP	42	42.1.69	42.1.69
030700	G1722	PREP	42	42.1.69	42.1.69
030701	G3624	N-DSM	42	42.1.69	42.1.69
030702	G1138	N-GSM-P	42	42.1.69	42.1.69
030703	G3816	N-GSM	42	42.1.69	42.1.69
030704	G846	P-GSM	42	42.1.69	42.1.69
030705	G2531	CONJ	42	42.1.70	42.1.70
030706	G2980	V-AAI-3S	42	42.1.70	42.1.70
030707	G1223	PREP	42	42.1.70	42.1.70
030708	G4750	N-GSN	42	42.1.70	42.1.70
030709	G3588	T-GPM	42	42.1.70	42.1.70
030710	G40	A-GPM	42	42.1.70	42.1.70
030711	G575	PREP	42	42.1.70	42.1.70
030712	G165	N-GSM	42	42.1.70	42.1.70
030713	G4396	N-GPM	42	42.1.70	42.1.70
030714	G846	P-GSM	42	42.1.70	42.1.70
030715	G4991	N-ASF	42	42.1.71	42.1.71
030716	G1537	PREP	42	42.1.71	42.1.71
030717	G2190	A-GPM	42	42.1.71	42.1.71
030718	G1473	P-1GP	42	42.1.71	42.1.71
030719	G2532	CONJ	42	42.1.71	42.1.71
030720	G1537	PREP	42	42.1.71	42.1.71
030721	G5495	N-GSF	42	42.1.71	42.1.71
030722	G3956	A-GPM	42	42.1.71	42.1.71
030723	G3588	T-GPM	42	42.1.71	42.1.71
030724	G3404	V-PAP-GPM	42	42.1.71	42.1.71
030725	G1473	P-1AP	42	42.1.71	42.1.71
030726	G4160	V-AAN	42	42.1.72	42.1.72
030727	G1656	N-ASN	42	42.1.72	42.1.72
030728	G3326	PREP	42	42.1.72	42.1.72
030729	G3588	T-GPM	42	42.1.72	42.1.72
030730	G3962	N-GPM	42	42.1.72	42.1.72
030731	G1473	P-1GP	42	42.1.72	42.1.72
030732	G2532	CONJ	42	42.1.72	42.1.72
030733	G3403	V-APN	42	42.1.72	42.1.72
030734	G1242	N-GSF	42	42.1.72	42.1.72
030735	G40	A-GSF	42	42.1.72	42.1.72
030736	G846	P-GSM	42	42.1.72	42.1.72
030737	G3727	N-ASM	42	42.1.73	42.1.73
030738	G3739	R-ASM	42	42.1.73	42.1.73
030739	G3660	V-AAI-3S	42	42.1.73	42.1.73
030740	G4314	PREP	42	42.1.73	42.1.73
030741	G11	N-ASM-P	42	42.1.73	42.1.73
030742	G3588	T-ASM	42	42.1.73	42.1.73
030743	G3962	N-ASM	42	42.1.73	42.1.73
030744	G1473	P-1GP	42	42.1.73	42.1.73
030745	G3588	T-GSN	42	42.1.73	42.1.73
030746	G1325	V-2AAN	42	42.1.73	42.1.73
030747	G1473	P-1DP	42	42.1.73	42.1.73
030748	G870	ADV	42	42.1.74	42.1.74
030749	G1537	PREP	42	42.1.74	42.1.74
030750	G5495	N-GSF	42	42.1.74	42.1.74
030751	G2190	A-GPM	42	42.1.74	42.1.74
030752	G4506	V-APP-APM	42	42.1.74	42.1.74
030753	G3000	V-PAN	42	42.1.74	42.1.74
030754	G846	P-DSM	42	42.1.74	42.1.74
030755	G1722	PREP	42	42.1.75	42.1.75
030756	G3742	N-DSF	42	42.1.75	42.1.75
030757	G2532	CONJ	42	42.1.75	42.1.75
030758	G1343	N-DSF	42	42.1.75	42.1.75
030759	G1799	PREP	42	42.1.75	42.1.75
030760	G846	P-GSM	42	42.1.75	42.1.75
030761	G3956	A-DPF	42	42.1.75	42.1.75
030762	G3588	T-DPF	42	42.1.75	42.1.75
030763	G2250	N-DPF	42	42.1.75	42.1.75
030764	G1473	P-1GP	42	42.1.75	42.1.75
030765	G2532	CONJ	42	42.1.76	42.1.76
030766	G4771	P-2NS	42	42.1.76	42.1.76
030767	G1161	CONJ	42	42.1.76	42.1.76
030768	G3813	N-VSN	42	42.1.76	42.1.76
030769	G4396	N-NSM	42	42.1.76	42.1.76
030770	G5310	A-GSM	42	42.1.76	42.1.76
030771	G2564	V-FPI-2S	42	42.1.76	42.1.76
030772	G4313	V-FDI-2S	42	42.1.76	42.1.76
030773	G1063	CONJ	42	42.1.76	42.1.76
030774	G1799	PREP	42	42.1.76	42.1.76
030775	G2962	N-GSM	42	42.1.76	42.1.76
030776	G2090	V-AAN	42	42.1.76	42.1.76
030777	G3598	N-APF	42	42.1.76	42.1.76
030778	G846	P-GSM	42	42.1.76	42.1.76
030779	G3588	T-GSN	42	42.1.77	42.1.77
030780	G1325	V-2AAN	42	42.1.77	42.1.77
030781	G1108	N-ASF	42	42.1.77	42.1.77
030782	G4991	N-GSF	42	42.1.77	42.1.77
030783	G3588	T-DSM	42	42.1.77	42.1.77
030784	G2992	N-DSM	42	42.1.77	42.1.77
030785	G846	P-GSM	42	42.1.77	42.1.77
030786	G1722	PREP	42	42.1.77	42.1.77
030787	G859	N-DSF	42	42.1.77	42.1.77
030788	G266	N-GPF	42	42.1.77	42.1.77
030789	G846	P-GPM	42	42.1.77	42.1.77
030790	G1223	PREP	42	42.1.78	42.1.78
030791	G4698	N-APN	42	42.1.78	42.1.78
030792	G1656	N-GSN	42	42.1.78	42.1.78
030793	G2316	N-GSM	42	42.1.78	42.1.78
030794	G1473	P-1GP	42	42.1.78	42.1.78
030795	G1722	PREP	42	42.1.78	42.1.78
030796	G3739	R-DPN	42	42.1.78	42.1.78
030797	G1980	V-FDI-3S	42	42.1.78	42.1.78
030798	G1473	P-1AP	42	42.1.78	42.1.78
030799	G395	N-NSF	42	42.1.78	42.1.78
030800	G1537	PREP	42	42.1.78	42.1.78
030801	G5311	N-GSN	42	42.1.78	42.1.78
030802	G2014	V-AAN	42	42.1.79	42.1.79
030803	G3588	T-DPM	42	42.1.79	42.1.79
030804	G1722	PREP	42	42.1.79	42.1.79
030805	G4655	N-DSN	42	42.1.79	42.1.79
030806	G2532	CONJ	42	42.1.79	42.1.79
030807	G4639	N-DSF	42	42.1.79	42.1.79
030808	G2288	N-GSM	42	42.1.79	42.1.79
030809	G2521	V-PNP-DPM	42	42.1.79	42.1.79
030810	G3588	T-GSN	42	42.1.79	42.1.79
030811	G2720	V-AAN	42	42.1.79	42.1.79
030812	G3588	T-APM	42	42.1.79	42.1.79
030813	G4228	N-APM	42	42.1.79	42.1.79
030814	G1473	P-1GP	42	42.1.79	42.1.79
030815	G1519	PREP	42	42.1.79	42.1.79
030816	G3598	N-ASF	42	42.1.79	42.1.79
030817	G1515	N-GSF	42	42.1.79	42.1.79
030818	G3588	T-NSN	42	42.1.80	42.1.80
030819	G1161	CONJ	42	42.1.80	42.1.80
030820	G3813	N-NSN	42	42.1.80	42.1.80
030821	G837	V-IAI-3S	42	42.1.80	42.1.80
030822	G2532	CONJ	42	42.1.80	42.1.80
030823	G2901	V-IPI-3S	42	42.1.80	42.1.80
030824	G4151	N-DSN	42	42.1.80	42.1.80
030825	G2532	CONJ	42	42.1.80	42.1.80
030826	G1510	V-IAI-3S	42	42.1.80	42.1.80
030827	G1722	PREP	42	42.1.80	42.1.80
030828	G3588	T-DPF	42	42.1.80	42.1.80
030829	G2048	A-DPF	42	42.1.80	42.1.80
030830	G2193	PREP	42	42.1.80	42.1.80
030831	G2250	N-GSF	42	42.1.80	42.1.80
030832	G323	N-GSF	42	42.1.80	42.1.80
030833	G846	P-GSM	42	42.1.80	42.1.80
030834	G4314	PREP	42	42.1.80	42.1.80
030835	G3588	T-ASM	42	42.1.80	42.1.80
030836	G2474	N-ASM-L	42	42.1.80	42.1.80
030837	G1096	V-2ADI-3S	42	42.2.1	42.2.1
030838	G1161	CONJ	42	42.2.1	42.2.1
030839	G1722	PREP	42	42.2.1	42.2.1
030840	G3588	T-DPF	42	42.2.1	42.2.1
030841	G2250	N-DPF	42	42.2.1	42.2.1
030842	G1565	D-DPF	42	42.2.1	42.2.1
030843	G1831	V-2AAI-3S	42	42.2.1	42.2.1
030844	G1378	N-NSN	42	42.2.1	42.2.1
030845	G3844	PREP	42	42.2.1	42.2.1
030846	G2541	N-GSM-T	42	42.2.1	42.2.1
030847	G828	N-GSM-P	42	42.2.1	42.2.1
030848	G583	V-PEN	42	42.2.1	42.2.1
030849	G3956	A-ASF	42	42.2.1	42.2.1
030850	G3588	T-ASF	42	42.2.1	42.2.1
030851	G3625	N-ASF	42	42.2.1	42.2.1
030852	G3778	D-NSF	42	42.2.2	42.2.2
030853	G582	N-NSF	42	42.2.2	42.2.2
030854	G4413	A-NSF	42	42.2.2	42.2.2
030855	G1096	V-2ADI-3S	42	42.2.2	42.2.2
030856	G2230	V-PAP-GSM	42	42.2.2	42.2.2
030857	G3588	T-GSF	42	42.2.2	42.2.2
030858	G4947	N-GSF-L	42	42.2.2	42.2.2
030859	G2958	N-GSM-P	42	42.2.2	42.2.2
030860	G2532	CONJ	42	42.2.3	42.2.3
030861	G4198	V-INI-3P	42	42.2.3	42.2.3
030862	G3956	A-NPM	42	42.2.3	42.2.3
030863	G583	V-PEN	42	42.2.3	42.2.3
030864	G1538	A-NSM	42	42.2.3	42.2.3
030865	G1519	PREP	42	42.2.3	42.2.3
030866	G3588	T-ASF	42	42.2.3	42.2.3
030867	G1438	F-3GSM	42	42.2.3	42.2.3
030868	G4172	N-ASF	42	42.2.3	42.2.3
030869	G305	V-2AAI-3S	42	42.2.4	42.2.4
030870	G1161	CONJ	42	42.2.4	42.2.4
030871	G2532	CONJ	42	42.2.4	42.2.4
030872	G2501	N-NSM-P	42	42.2.4	42.2.4
030873	G575	PREP	42	42.2.4	42.2.4
030874	G3588	T-GSF	42	42.2.4	42.2.4
030875	G1056	N-GSF-L	42	42.2.4	42.2.4
030876	G1537	PREP	42	42.2.4	42.2.4
030877	G4172	N-GSF	42	42.2.4	42.2.4
030878	G3478	N-GSF-L	42	42.2.4	42.2.4
030879	G1519	PREP	42	42.2.4	42.2.4
030880	G3588	T-ASF	42	42.2.4	42.2.4
030881	G2449	N-ASF-L	42	42.2.4	42.2.4
030882	G1519	PREP	42	42.2.4	42.2.4
030883	G4172	N-ASF	42	42.2.4	42.2.4
030884	G1138	N-GSM-P	42	42.2.4	42.2.4
030885	G3748	R-NSF	42	42.2.4	42.2.4
030886	G2564	V-PPI-3S	42	42.2.4	42.2.4
030887	G965	N-NSF-L	42	42.2.4	42.2.4
030888	G1223	PREP	42	42.2.4	42.2.4
030889	G3588	T-ASN	42	42.2.4	42.2.4
030890	G1510	V-PAN	42	42.2.4	42.2.4
030891	G846	P-ASM	42	42.2.4	42.2.4
030892	G1537	PREP	42	42.2.4	42.2.4
030893	G3624	N-GSM	42	42.2.4	42.2.4
030894	G2532	CONJ	42	42.2.4	42.2.4
030895	G3965	N-GSF	42	42.2.4	42.2.4
030896	G1138	N-GSM-P	42	42.2.4	42.2.4
030897	G583	V-AMN	42	42.2.5	42.2.5
030898	G4862	PREP	42	42.2.5	42.2.5
030899	G3137	N-DSF-P	42	42.2.5	42.2.5
030900	G3588	T-DSF	42	42.2.5	42.2.5
030901	G3423	V-RPP-DSF	42	42.2.5	42.2.5
030902	G846	P-DSM	42	42.2.5	42.2.5
030903	G1510	V-PAP-DSF	42	42.2.5	42.2.5
030904	G1471	A-DSF	42	42.2.5	42.2.5
030905	G1096	V-2ADI-3S	42	42.2.6	42.2.6
030906	G1161	CONJ	42	42.2.6	42.2.6
030907	G1722	PREP	42	42.2.6	42.2.6
030908	G3588	T-DSN	42	42.2.6	42.2.6
030909	G1510	V-PAN	42	42.2.6	42.2.6
030910	G846	P-APM	42	42.2.6	42.2.6
030911	G1563	ADV	42	42.2.6	42.2.6
030912	G4130	V-API-3P	42	42.2.6	42.2.6
030913	G3588	T-NPF	42	42.2.6	42.2.6
030914	G2250	N-NPF	42	42.2.6	42.2.6
030915	G3588	T-GSN	42	42.2.6	42.2.6
030916	G5088	V-2AAN	42	42.2.6	42.2.6
030917	G846	P-ASF	42	42.2.6	42.2.6
030918	G2532	CONJ	42	42.2.7	42.2.7
030919	G5088	V-2AAI-3S	42	42.2.7	42.2.7
030920	G3588	T-ASM	42	42.2.7	42.2.7
030921	G5207	N-ASM	42	42.2.7	42.2.7
030922	G846	P-GSF	42	42.2.7	42.2.7
030923	G3588	T-ASM	42	42.2.7	42.2.7
030924	G4416	A-ASM	42	42.2.7	42.2.7
030925	G2532	CONJ	42	42.2.7	42.2.7
030926	G4683	V-AAI-3S	42	42.2.7	42.2.7
030927	G846	P-ASM	42	42.2.7	42.2.7
030928	G2532	CONJ	42	42.2.7	42.2.7
030929	G347	V-AAI-3S	42	42.2.7	42.2.7
030930	G846	P-ASM	42	42.2.7	42.2.7
030931	G1722	PREP	42	42.2.7	42.2.7
030932	G5336	N-DSF	42	42.2.7	42.2.7
030933	G1360	CONJ	42	42.2.7	42.2.7
030934	G3756	PRT-N	42	42.2.7	42.2.7
030935	G1510	V-IAI-3S	42	42.2.7	42.2.7
030936	G846	P-DPM	42	42.2.7	42.2.7
030937	G5117	N-NSM	42	42.2.7	42.2.7
030938	G1722	PREP	42	42.2.7	42.2.7
030939	G3588	T-DSN	42	42.2.7	42.2.7
030940	G2646	N-DSN	42	42.2.7	42.2.7
030941	G2532	CONJ	42	42.2.8	42.2.8
030942	G4166	N-NPM	42	42.2.8	42.2.8
030943	G1510	V-IAI-3P	42	42.2.8	42.2.8
030944	G1722	PREP	42	42.2.8	42.2.8
030945	G3588	T-DSF	42	42.2.8	42.2.8
030946	G5561	N-DSF	42	42.2.8	42.2.8
030947	G3588	T-DSF	42	42.2.8	42.2.8
030948	G846	P-DSF	42	42.2.8	42.2.8
030949	G63	V-PAP-NPM	42	42.2.8	42.2.8
030950	G2532	CONJ	42	42.2.8	42.2.8
030951	G5442	V-PAP-NPM	42	42.2.8	42.2.8
030952	G5438	N-APF	42	42.2.8	42.2.8
030953	G3588	T-GSF	42	42.2.8	42.2.8
030954	G3571	N-GSF	42	42.2.8	42.2.8
030955	G1909	PREP	42	42.2.8	42.2.8
030956	G3588	T-ASF	42	42.2.8	42.2.8
030957	G4167	N-ASF	42	42.2.8	42.2.8
030958	G846	P-GPM	42	42.2.8	42.2.8
030959	G2532	CONJ	42	42.2.9	42.2.9
030960	G32	N-NSM	42	42.2.9	42.2.9
030961	G2962	N-GSM	42	42.2.9	42.2.9
030962	G2186	V-2AAI-3S	42	42.2.9	42.2.9
030963	G846	P-DPM	42	42.2.9	42.2.9
030964	G2532	CONJ	42	42.2.9	42.2.9
030965	G1391	N-NSF	42	42.2.9	42.2.9
030966	G2962	N-GSM	42	42.2.9	42.2.9
030967	G4034	V-AAI-3S	42	42.2.9	42.2.9
030968	G846	P-APM	42	42.2.9	42.2.9
030969	G2532	CONJ	42	42.2.9	42.2.9
030970	G5399	V-AOI-3P	42	42.2.9	42.2.9
030971	G5401	N-ASM	42	42.2.9	42.2.9
030972	G3173	A-ASM	42	42.2.9	42.2.9
030973	G2532	CONJ	42	42.2.10	42.2.10
030974	G2036	V-2AAI-3S	42	42.2.10	42.2.10
030975	G846	P-DPM	42	42.2.10	42.2.10
030976	G3588	T-NSM	42	42.2.10	42.2.10
030977	G32	N-NSM	42	42.2.10	42.2.10
030978	G3361	PRT-N	42	42.2.10	42.2.10
030979	G5399	V-PNM-2P	42	42.2.10	42.2.10
030980	G2400	INJ	42	42.2.10	42.2.10
030981	G1063	CONJ	42	42.2.10	42.2.10
030982	G2097	V-PMI-1S	42	42.2.10	42.2.10
030983	G4771	P-2DP	42	42.2.10	42.2.10
030984	G5479	N-ASF	42	42.2.10	42.2.10
030985	G3173	A-ASF	42	42.2.10	42.2.10
030986	G3748	R-NSF	42	42.2.10	42.2.10
030987	G1510	V-FDI-3S	42	42.2.10	42.2.10
030988	G3956	A-DSM	42	42.2.10	42.2.10
030989	G3588	T-DSM	42	42.2.10	42.2.10
030990	G2992	N-DSM	42	42.2.10	42.2.10
030991	G3754	CONJ	42	42.2.11	42.2.11
030992	G5088	V-API-3S	42	42.2.11	42.2.11
030993	G4771	P-2DP	42	42.2.11	42.2.11
030994	G4594	ADV	42	42.2.11	42.2.11
030995	G4990	N-NSM	42	42.2.11	42.2.11
030996	G3739	R-NSM	42	42.2.11	42.2.11
030997	G1510	V-PAI-3S	42	42.2.11	42.2.11
030998	G5547	N-NSM-T	42	42.2.11	42.2.11
030999	G2962	N-NSM	42	42.2.11	42.2.11
031000	G1722	PREP	42	42.2.11	42.2.11
031001	G4172	N-DSF	42	42.2.11	42.2.11
031002	G1138	N-GSM-P	42	42.2.11	42.2.11
031003	G2532	CONJ	42	42.2.12	42.2.12
031004	G3778	D-NSN	42	42.2.12	42.2.12
031005	G4771	P-2DP	42	42.2.12	42.2.12
031006	G3588	T-NSN	42	42.2.12	42.2.12
031007	G4592	N-NSN	42	42.2.12	42.2.12
031008	G2147	V-FAI-2P	42	42.2.12	42.2.12
031009	G1025	N-ASN	42	42.2.12	42.2.12
031010	G4683	V-RPP-ASN	42	42.2.12	42.2.12
031011	G2532	CONJ	42	42.2.12	42.2.12
031012	G2749	V-PNP-ASN	42	42.2.12	42.2.12
031013	G1722	PREP	42	42.2.12	42.2.12
031014	G5336	N-DSF	42	42.2.12	42.2.12
031015	G2532	CONJ	42	42.2.13	42.2.13
031016	G1810	ADV	42	42.2.13	42.2.13
031017	G1096	V-2ADI-3S	42	42.2.13	42.2.13
031018	G4862	PREP	42	42.2.13	42.2.13
031019	G3588	T-DSM	42	42.2.13	42.2.13
031020	G32	N-DSM	42	42.2.13	42.2.13
031021	G4128	N-NSN	42	42.2.13	42.2.13
031022	G4756	N-GSF	42	42.2.13	42.2.13
031023	G3770	A-GSF	42	42.2.13	42.2.13
031024	G134	V-PAP-GPM	42	42.2.13	42.2.13
031025	G3588	T-ASM	42	42.2.13	42.2.13
031026	G2316	N-ASM	42	42.2.13	42.2.13
031027	G2532	CONJ	42	42.2.13	42.2.13
031028	G3004	V-PAP-GPM	42	42.2.13	42.2.13
031029	G1391	N-NSF	42	42.2.14	42.2.14
031030	G1722	PREP	42	42.2.14	42.2.14
031031	G5310	A-DPN	42	42.2.14	42.2.14
031032	G2316	N-DSM	42	42.2.14	42.2.14
031033	G2532	CONJ	42	42.2.14	42.2.14
031034	G1909	PREP	42	42.2.14	42.2.14
031035	G1093	N-GSF	42	42.2.14	42.2.14
031036	G1515	N-NSF	42	42.2.14	42.2.14
031037	G1722	PREP	42	42.2.14	42.2.14
031038	G444	N-DPM	42	42.2.14	42.2.14
031039	G2107	N-GSF	42	42.2.14	42.2.14
031040	G2532	CONJ	42	42.2.15	42.2.15
031041	G1096	V-2ADI-3S	42	42.2.15	42.2.15
031042	G5613	CONJ	42	42.2.15	42.2.15
031043	G565	V-2AAI-3P	42	42.2.15	42.2.15
031044	G575	PREP	42	42.2.15	42.2.15
031045	G846	P-GPM	42	42.2.15	42.2.15
031046	G1519	PREP	42	42.2.15	42.2.15
031047	G3588	T-ASM	42	42.2.15	42.2.15
031048	G3772	N-ASM	42	42.2.15	42.2.15
031049	G3588	T-NPM	42	42.2.15	42.2.15
031050	G32	N-NPM	42	42.2.15	42.2.15
031051	G3588	T-NPM	42	42.2.15	42.2.15
031052	G4166	N-NPM	42	42.2.15	42.2.15
031053	G2980	V-IAI-3P	42	42.2.15	42.2.15
031054	G4314	PREP	42	42.2.15	42.2.15
031055	G240	C-APM	42	42.2.15	42.2.15
031056	G1330	V-2AAS-1P	42	42.2.15	42.2.15
031057	G1211	PRT	42	42.2.15	42.2.15
031058	G2193	PREP	42	42.2.15	42.2.15
031059	G965	N-GSF-L	42	42.2.15	42.2.15
031060	G2532	CONJ	42	42.2.15	42.2.15
031061	G1492	V-2AAS-1P	42	42.2.15	42.2.15
031062	G3588	T-ASN	42	42.2.15	42.2.15
031063	G4487	N-ASN	42	42.2.15	42.2.15
031064	G3778	D-ASN	42	42.2.15	42.2.15
031065	G3588	T-ASN	42	42.2.15	42.2.15
031066	G1096	V-2RAP-ASN	42	42.2.15	42.2.15
031067	G3739	R-ASN	42	42.2.15	42.2.15
031068	G3588	T-NSM	42	42.2.15	42.2.15
031069	G2962	N-NSM	42	42.2.15	42.2.15
031070	G1107	V-AAI-3S	42	42.2.15	42.2.15
031071	G1473	P-1DP	42	42.2.15	42.2.15
031072	G2532	CONJ	42	42.2.16	42.2.16
031073	G2064	V-2AAI-3P	42	42.2.16	42.2.16
031074	G4692	V-AAP-NPM	42	42.2.16	42.2.16
031075	G2532	CONJ	42	42.2.16	42.2.16
031076	G429	V-2AAI-3P	42	42.2.16	42.2.16
031077	G3588	T-ASF	42	42.2.16	42.2.16
031078	G5037	CONJ	42	42.2.16	42.2.16
031079	G3137	N-ASF-P	42	42.2.16	42.2.16
031080	G2532	CONJ	42	42.2.16	42.2.16
031081	G3588	T-ASM	42	42.2.16	42.2.16
031082	G2501	N-ASM-P	42	42.2.16	42.2.16
031083	G2532	CONJ	42	42.2.16	42.2.16
031084	G3588	T-ASN	42	42.2.16	42.2.16
031085	G1025	N-ASN	42	42.2.16	42.2.16
031086	G2749	V-PNP-ASN	42	42.2.16	42.2.16
031087	G1722	PREP	42	42.2.16	42.2.16
031088	G3588	T-DSF	42	42.2.16	42.2.16
031089	G5336	N-DSF	42	42.2.16	42.2.16
031090	G1492	V-2AAP-NPM	42	42.2.17	42.2.17
031091	G1161	CONJ	42	42.2.17	42.2.17
031092	G1107	V-AAI-3P	42	42.2.17	42.2.17
031093	G4012	PREP	42	42.2.17	42.2.17
031094	G3588	T-GSN	42	42.2.17	42.2.17
031095	G4487	N-GSN	42	42.2.17	42.2.17
031096	G3588	T-GSN	42	42.2.17	42.2.17
031097	G2980	V-APP-GSN	42	42.2.17	42.2.17
031098	G846	P-DPM	42	42.2.17	42.2.17
031099	G4012	PREP	42	42.2.17	42.2.17
031100	G3588	T-GSN	42	42.2.17	42.2.17
031101	G3813	N-GSN	42	42.2.17	42.2.17
031102	G3778	D-GSN	42	42.2.17	42.2.17
031103	G2532	CONJ	42	42.2.18	42.2.18
031104	G3956	A-NPM	42	42.2.18	42.2.18
031105	G3588	T-NPM	42	42.2.18	42.2.18
031106	G191	V-AAP-NPM	42	42.2.18	42.2.18
031107	G2296	V-AAI-3P	42	42.2.18	42.2.18
031108	G4012	PREP	42	42.2.18	42.2.18
031109	G3588	T-GPN	42	42.2.18	42.2.18
031110	G2980	V-APP-GPN	42	42.2.18	42.2.18
031111	G5259	PREP	42	42.2.18	42.2.18
031112	G3588	T-GPM	42	42.2.18	42.2.18
031113	G4166	N-GPM	42	42.2.18	42.2.18
031114	G4314	PREP	42	42.2.18	42.2.18
031115	G846	P-APM	42	42.2.18	42.2.18
031116	G3588	T-NSF	42	42.2.19	42.2.19
031117	G1161	CONJ	42	42.2.19	42.2.19
031118	G3137	N-NSF-P	42	42.2.19	42.2.19
031119	G3956	A-APN	42	42.2.19	42.2.19
031120	G4933	V-IAI-3S	42	42.2.19	42.2.19
031121	G3588	T-APN	42	42.2.19	42.2.19
031122	G4487	N-APN	42	42.2.19	42.2.19
031123	G3778	D-APN	42	42.2.19	42.2.19
031124	G4820	V-PAP-NSF	42	42.2.19	42.2.19
031125	G1722	PREP	42	42.2.19	42.2.19
031126	G3588	T-DSF	42	42.2.19	42.2.19
031127	G2588	N-DSF	42	42.2.19	42.2.19
031128	G846	P-GSF	42	42.2.19	42.2.19
031129	G2532	CONJ	42	42.2.20	42.2.20
031130	G5290	V-AAI-3P	42	42.2.20	42.2.20
031131	G3588	T-NPM	42	42.2.20	42.2.20
031132	G4166	N-NPM	42	42.2.20	42.2.20
031133	G1392	V-PAP-NPM	42	42.2.20	42.2.20
031134	G2532	CONJ	42	42.2.20	42.2.20
031135	G134	V-PAP-NPM	42	42.2.20	42.2.20
031136	G3588	T-ASM	42	42.2.20	42.2.20
031137	G2316	N-ASM	42	42.2.20	42.2.20
031138	G1909	PREP	42	42.2.20	42.2.20
031139	G3956	A-DPN	42	42.2.20	42.2.20
031140	G3739	R-DPN	42	42.2.20	42.2.20
031141	G191	V-AAI-3P	42	42.2.20	42.2.20
031142	G2532	CONJ	42	42.2.20	42.2.20
031143	G1492	V-2AAI-3P	42	42.2.20	42.2.20
031144	G2531	CONJ	42	42.2.20	42.2.20
031145	G2980	V-API-3S	42	42.2.20	42.2.20
031146	G4314	PREP	42	42.2.20	42.2.20
031147	G846	P-APM	42	42.2.20	42.2.20
031148	G2532	CONJ	42	42.2.21	42.2.21
031149	G3753	CONJ	42	42.2.21	42.2.21
031150	G4130	V-API-3P	42	42.2.21	42.2.21
031151	G2250	N-NPF	42	42.2.21	42.2.21
031152	G3638	A-NPF-NUI	42	42.2.21	42.2.21
031153	G3588	T-GSN	42	42.2.21	42.2.21
031154	G4059	V-2AAN	42	42.2.21	42.2.21
031155	G846	P-ASM	42	42.2.21	42.2.21
031156	G2532	CONJ	42	42.2.21	42.2.21
031157	G2564	V-API-3S	42	42.2.21	42.2.21
031158	G3588	T-NSN	42	42.2.21	42.2.21
031159	G3686	N-NSN	42	42.2.21	42.2.21
031160	G846	P-GSM	42	42.2.21	42.2.21
031161	G2424	N-NSM-P	42	42.2.21	42.2.21
031162	G3588	T-NSN	42	42.2.21	42.2.21
031163	G2564	V-APP-NSN	42	42.2.21	42.2.21
031164	G5259	PREP	42	42.2.21	42.2.21
031165	G3588	T-GSM	42	42.2.21	42.2.21
031166	G32	N-GSM	42	42.2.21	42.2.21
031167	G4253	PREP	42	42.2.21	42.2.21
031168	G3588	T-GSN	42	42.2.21	42.2.21
031169	G4815	V-APN	42	42.2.21	42.2.21
031170	G846	P-ASM	42	42.2.21	42.2.21
