OGNTsort	lexicalEntry	morphology	book	KJVversification	OGNTversification
100728	G2596	PREP	47	47.11.15	47.11.15
100729	G3588	T-APN	47	47.11.15	47.11.15
100730	G2041	N-APN	47	47.11.15	47.11.15
100731	G846	P-GPM	47	47.11.15	47.11.15
100732	G3825	ADV	47	47.11.16	47.11.16
100733	G3004	V-PAI-1S	47	47.11.16	47.11.16
100734	G3361	PRT-N	47	47.11.16	47.11.16
100735	G5100	X-NSM	47	47.11.16	47.11.16
100736	G1473	P-1AS	47	47.11.16	47.11.16
100737	G1380	V-AAS-3S	47	47.11.16	47.11.16
100738	G878	A-ASM	47	47.11.16	47.11.16
100739	G1510	V-PAN	47	47.11.16	47.11.16
100740	G1487	CONJ	47	47.11.16	47.11.16
100741	G1161	CONJ	47	47.11.16	47.11.16
100742	G3361	PRT-N	47	47.11.16	47.11.16
100743	G1065	PRT-N	47	47.11.16	47.11.16
100744	G2579	ADV	47	47.11.16	47.11.16
100745	G5613	CONJ	47	47.11.16	47.11.16
100746	G878	A-ASM	47	47.11.16	47.11.16
100747	G1209	V-AMM-2P	47	47.11.16	47.11.16
100748	G1473	P-1AS	47	47.11.16	47.11.16
100749	G2443	CONJ	47	47.11.16	47.11.16
100750	G2504	P-1NS-K	47	47.11.16	47.11.16
100751	G3398	A-ASN	47	47.11.16	47.11.16
100752	G5100	X-ASN	47	47.11.16	47.11.16
100753	G2744	V-ADS-1S	47	47.11.16	47.11.16
100754	G3739	R-ASN	47	47.11.17	47.11.17
100755	G2980	V-PAI-1S	47	47.11.17	47.11.17
100756	G3756	PRT-N	47	47.11.17	47.11.17
100757	G2596	PREP	47	47.11.17	47.11.17
100758	G2962	N-ASM	47	47.11.17	47.11.17
100759	G2980	V-PAI-1S	47	47.11.17	47.11.17
100760	G235	CONJ	47	47.11.17	47.11.17
100761	G5613	CONJ	47	47.11.17	47.11.17
100762	G1722	PREP	47	47.11.17	47.11.17
100763	G877	N-DSF	47	47.11.17	47.11.17
100764	G1722	PREP	47	47.11.17	47.11.17
100765	G3778	D-DSF	47	47.11.17	47.11.17
100766	G3588	T-DSF	47	47.11.17	47.11.17
100767	G5287	N-DSF	47	47.11.17	47.11.17
100768	G3588	T-GSF	47	47.11.17	47.11.17
100769	G2746	N-GSF	47	47.11.17	47.11.17
100770	G1893	CONJ	47	47.11.18	47.11.18
100771	G4183	A-NPM	47	47.11.18	47.11.18
100772	G2744	V-PNI-3P	47	47.11.18	47.11.18
100773	G2596	PREP	47	47.11.18	47.11.18
100774	G4561	N-ASF	47	47.11.18	47.11.18
100775	G2504	P-1NS-K	47	47.11.18	47.11.18
100776	G2744	V-FDI-1S	47	47.11.18	47.11.18
100777	G2234	ADV	47	47.11.19	47.11.19
100778	G1063	CONJ	47	47.11.19	47.11.19
100779	G430	V-PNI-2P	47	47.11.19	47.11.19
100780	G3588	T-GPM	47	47.11.19	47.11.19
100781	G878	A-GPM	47	47.11.19	47.11.19
100782	G5429	A-NPM	47	47.11.19	47.11.19
100783	G1510	V-PAP-NPM	47	47.11.19	47.11.19
100784	G430	V-PNI-2P	47	47.11.20	47.11.20
100785	G1063	CONJ	47	47.11.20	47.11.20
100786	G1487	CONJ	47	47.11.20	47.11.20
100787	G5100	X-NSM	47	47.11.20	47.11.20
100788	G4771	P-2AP	47	47.11.20	47.11.20
100789	G2615	V-PAI-3S	47	47.11.20	47.11.20
100790	G1487	CONJ	47	47.11.20	47.11.20
100791	G5100	X-NSM	47	47.11.20	47.11.20
100792	G2719	V-PAI-3S	47	47.11.20	47.11.20
100793	G1487	CONJ	47	47.11.20	47.11.20
100794	G5100	X-NSM	47	47.11.20	47.11.20
100795	G2983	V-PAI-3S	47	47.11.20	47.11.20
100796	G1487	CONJ	47	47.11.20	47.11.20
100797	G5100	X-NSM	47	47.11.20	47.11.20
100798	G1869	V-PMI-3S	47	47.11.20	47.11.20
100799	G1487	CONJ	47	47.11.20	47.11.20
100800	G5100	X-NSM	47	47.11.20	47.11.20
100801	G1519	PREP	47	47.11.20	47.11.20
100802	G4383	N-ASN	47	47.11.20	47.11.20
100803	G4771	P-2AP	47	47.11.20	47.11.20
100804	G1194	V-PAI-3S	47	47.11.20	47.11.20
100805	G2596	PREP	47	47.11.21	47.11.21
100806	G819	N-ASF	47	47.11.21	47.11.21
100807	G3004	V-PAI-1S	47	47.11.21	47.11.21
100808	G5613	CONJ	47	47.11.21	47.11.21
100809	G3754	CONJ	47	47.11.21	47.11.21
100810	G1473	P-1NP	47	47.11.21	47.11.21
100811	G770	V-RAI-1P	47	47.11.21	47.11.21
100812	G1722	PREP	47	47.11.21	47.11.21
100813	G3739	R-DSN	47	47.11.21	47.11.21
100814	G1161	CONJ	47	47.11.21	47.11.21
100815	G302	PRT	47	47.11.21	47.11.21
100816	G5100	X-NSM	47	47.11.21	47.11.21
100817	G5111	V-PAS-3S	47	47.11.21	47.11.21
100818	G1722	PREP	47	47.11.21	47.11.21
100819	G877	N-DSF	47	47.11.21	47.11.21
100820	G3004	V-PAI-1S	47	47.11.21	47.11.21
100821	G5111	V-PAI-1S	47	47.11.21	47.11.21
100822	G2504	P-1NS-K	47	47.11.21	47.11.21
100823	G1445	N-NPM-PG	47	47.11.22	47.11.22
100824	G1510	V-PAI-3P	47	47.11.22	47.11.22
100825	G2504	P-1NS-K	47	47.11.22	47.11.22
100826	G2475	N-NPM-PG	47	47.11.22	47.11.22
100827	G1510	V-PAI-3P	47	47.11.22	47.11.22
100828	G2504	P-1NS-K	47	47.11.22	47.11.22
100829	G4690	N-NSN	47	47.11.22	47.11.22
100830	G11	N-GSM-P	47	47.11.22	47.11.22
100831	G1510	V-PAI-3P	47	47.11.22	47.11.22
100832	G2504	P-1NS-K	47	47.11.22	47.11.22
100833	G1249	N-NPM	47	47.11.23	47.11.23
100834	G5547	N-GSM-T	47	47.11.23	47.11.23
100835	G1510	V-PAI-3P	47	47.11.23	47.11.23
100836	G3912	V-PAP-NSM	47	47.11.23	47.11.23
100837	G2980	V-PAI-1S	47	47.11.23	47.11.23
100838	G5228	PREP	47	47.11.23	47.11.23
100839	G1473	P-1NS	47	47.11.23	47.11.23
100840	G1722	PREP	47	47.11.23	47.11.23
100841	G2873	N-DPM	47	47.11.23	47.11.23
100842	G4056	ADV	47	47.11.23	47.11.23
100843	G1722	PREP	47	47.11.23	47.11.23
100844	G5438	N-DPF	47	47.11.23	47.11.23
100845	G4056	ADV	47	47.11.23	47.11.23
100846	G1722	PREP	47	47.11.23	47.11.23
100847	G4127	N-DPF	47	47.11.23	47.11.23
100848	G5234	ADV	47	47.11.23	47.11.23
100849	G1722	PREP	47	47.11.23	47.11.23
100850	G2288	N-DPM	47	47.11.23	47.11.23
100851	G4178	ADV	47	47.11.23	47.11.23
100852	G5259	PREP	47	47.11.24	47.11.24
100853	G2453	A-GPM-PG	47	47.11.24	47.11.24
100854	G3999	ADV	47	47.11.24	47.11.24
100855	G5062	A-APF-NUI	47	47.11.24	47.11.24
100856	G3844	PREP	47	47.11.24	47.11.24
100857	G1520	A-ASF	47	47.11.24	47.11.24
100858	G2983	V-2AAI-1S	47	47.11.24	47.11.24
100859	G5151	ADV	47	47.11.25	47.11.25
100860	G4463	V-API-1S	47	47.11.25	47.11.25
100861	G530	ADV	47	47.11.25	47.11.25
100862	G3034	V-API-1S	47	47.11.25	47.11.25
100863	G5151	ADV	47	47.11.25	47.11.25
100864	G3489	V-AAI-1S	47	47.11.25	47.11.25
100865	G3574	N-ASN	47	47.11.25	47.11.25
100866	G1722	PREP	47	47.11.25	47.11.25
100867	G3588	T-DSM	47	47.11.25	47.11.25
100868	G1037	N-DSM	47	47.11.25	47.11.25
100869	G4160	V-RAI-1S	47	47.11.25	47.11.25
100870	G3597	N-DPF	47	47.11.26	47.11.26
100871	G4178	ADV	47	47.11.26	47.11.26
100872	G2794	N-DPM	47	47.11.26	47.11.26
100873	G4215	N-GPM	47	47.11.26	47.11.26
100874	G2794	N-DPM	47	47.11.26	47.11.26
100875	G3027	N-GPM	47	47.11.26	47.11.26
100876	G2794	N-DPM	47	47.11.26	47.11.26
100877	G1537	PREP	47	47.11.26	47.11.26
100878	G1085	N-GSN	47	47.11.26	47.11.26
100879	G2794	N-DPM	47	47.11.26	47.11.26
100880	G1537	PREP	47	47.11.26	47.11.26
100881	G1484	N-GPN	47	47.11.26	47.11.26
100882	G2794	N-DPM	47	47.11.26	47.11.26
100883	G1722	PREP	47	47.11.26	47.11.26
100884	G4172	N-DSF	47	47.11.26	47.11.26
100885	G2794	N-DPM	47	47.11.26	47.11.26
100886	G1722	PREP	47	47.11.26	47.11.26
100887	G2047	N-DSF	47	47.11.26	47.11.26
100888	G2794	N-DPM	47	47.11.26	47.11.26
100889	G1722	PREP	47	47.11.26	47.11.26
100890	G2281	N-DSF	47	47.11.26	47.11.26
100891	G2794	N-DPM	47	47.11.26	47.11.26
100892	G1722	PREP	47	47.11.26	47.11.26
100893	G5569	N-DPM	47	47.11.26	47.11.26
100894	G2873	N-DSM	47	47.11.27	47.11.27
100895	G2532	CONJ	47	47.11.27	47.11.27
100896	G3449	N-DSM	47	47.11.27	47.11.27
100897	G1722	PREP	47	47.11.27	47.11.27
100898	G70	N-DPF	47	47.11.27	47.11.27
100899	G4178	ADV	47	47.11.27	47.11.27
100900	G1722	PREP	47	47.11.27	47.11.27
100901	G3042	N-DSM	47	47.11.27	47.11.27
100902	G2532	CONJ	47	47.11.27	47.11.27
100903	G1373	N-DSN	47	47.11.27	47.11.27
100904	G1722	PREP	47	47.11.27	47.11.27
100905	G3521	N-DPF	47	47.11.27	47.11.27
100906	G4178	ADV	47	47.11.27	47.11.27
100907	G1722	PREP	47	47.11.27	47.11.27
100908	G5592	N-DSN	47	47.11.27	47.11.27
100909	G2532	CONJ	47	47.11.27	47.11.27
100910	G1132	N-DSF	47	47.11.27	47.11.27
100911	G5565	PREP	47	47.11.28	47.11.28
100912	G3588	T-GPN	47	47.11.28	47.11.28
100913	G3924	PREP	47	47.11.28	47.11.28
100914	G3588	T-NSF	47	47.11.28	47.11.28
100915	G1999	N-NSF	47	47.11.28	47.11.28
100916	G1473	P-1DS	47	47.11.28	47.11.28
100917	G3588	T-NSF	47	47.11.28	47.11.28
100918	G2596	PREP	47	47.11.28	47.11.28
100919	G2250	N-ASF	47	47.11.28	47.11.28
100920	G3588	T-NSF	47	47.11.28	47.11.28
100921	G3308	N-NSF	47	47.11.28	47.11.28
100922	G3956	A-GPF	47	47.11.28	47.11.28
100923	G3588	T-GPF	47	47.11.28	47.11.28
100924	G1577	N-GPF	47	47.11.28	47.11.28
100925	G5101	I-NSM	47	47.11.29	47.11.29
100926	G770	V-PAI-3S	47	47.11.29	47.11.29
100927	G2532	CONJ	47	47.11.29	47.11.29
100928	G3756	PRT-N	47	47.11.29	47.11.29
100929	G770	V-PAI-1S	47	47.11.29	47.11.29
100930	G5101	I-NSM	47	47.11.29	47.11.29
100931	G4624	V-PPI-3S	47	47.11.29	47.11.29
100932	G2532	CONJ	47	47.11.29	47.11.29
100933	G3756	PRT-N	47	47.11.29	47.11.29
100934	G1473	P-1NS	47	47.11.29	47.11.29
100935	G4448	V-PPI-1S	47	47.11.29	47.11.29
100936	G1487	CONJ	47	47.11.30	47.11.30
100937	G2744	V-PNN	47	47.11.30	47.11.30
100938	G1210	V-PAI-3S	47	47.11.30	47.11.30
100939	G3588	T-APN	47	47.11.30	47.11.30
100940	G3588	T-GSF	47	47.11.30	47.11.30
100941	G769	N-GSF	47	47.11.30	47.11.30
100942	G1473	P-1GS	47	47.11.30	47.11.30
100943	G2744	V-FDI-1S	47	47.11.30	47.11.30
100944	G3588	T-NSM	47	47.11.31	47.11.31
100945	G2316	N-NSM	47	47.11.31	47.11.31
100946	G2532	CONJ	47	47.11.31	47.11.31
100947	G3962	N-NSM	47	47.11.31	47.11.31
100948	G3588	T-GSM	47	47.11.31	47.11.31
100949	G2962	N-GSM	47	47.11.31	47.11.31
100950	G2424	N-GSM-P	47	47.11.31	47.11.31
100951	G1492	V-RAI-3S	47	47.11.31	47.11.31
100952	G3588	T-NSM	47	47.11.31	47.11.31
100953	G1510	V-PAP-NSM	47	47.11.31	47.11.31
100954	G2128	A-NSM	47	47.11.31	47.11.31
100955	G1519	PREP	47	47.11.31	47.11.31
100956	G3588	T-APM	47	47.11.31	47.11.31
100957	G165	N-APM	47	47.11.31	47.11.31
100958	G3754	CONJ	47	47.11.31	47.11.31
100959	G3756	PRT-N	47	47.11.31	47.11.31
100960	G5574	V-PNI-1S	47	47.11.31	47.11.31
100961	G1722	PREP	47	47.11.32	47.11.32
100962	G1154	N-DSF-L	47	47.11.32	47.11.32
100963	G3588	T-NSM	47	47.11.32	47.11.32
100964	G1481	N-NSM	47	47.11.32	47.11.32
100965	G702	N-GSM-P	47	47.11.32	47.11.32
100966	G3588	T-GSM	47	47.11.32	47.11.32
100967	G935	N-GSM	47	47.11.32	47.11.32
100968	G5432	V-IAI-3S	47	47.11.32	47.11.32
100969	G3588	T-ASF	47	47.11.32	47.11.32
100970	G4172	N-ASF	47	47.11.32	47.11.32
100971	G1153	A-GPM	47	47.11.32	47.11.32
100972	G4084	V-AAN	47	47.11.32	47.11.32
100973	G1473	P-1AS	47	47.11.32	47.11.32
100974	G2532	CONJ	47	47.11.33	47.11.33
100975	G1223	PREP	47	47.11.33	47.11.33
100976	G2376	N-GSF	47	47.11.33	47.11.33
100977	G1722	PREP	47	47.11.33	47.11.33
100978	G4553	N-DSF	47	47.11.33	47.11.33
100979	G5465	V-API-1S	47	47.11.33	47.11.33
100980	G1223	PREP	47	47.11.33	47.11.33
100981	G3588	T-GSN	47	47.11.33	47.11.33
100982	G5038	N-GSN	47	47.11.33	47.11.33
100983	G2532	CONJ	47	47.11.33	47.11.33
100984	G1628	V-2AAI-1S	47	47.11.33	47.11.33
100985	G3588	T-APF	47	47.11.33	47.11.33
100986	G5495	N-APF	47	47.11.33	47.11.33
100987	G846	P-GSM	47	47.11.33	47.11.33
100988	G2744	V-PNN	47	47.12.1	47.12.1
100989	G1210	V-PAI-3S	47	47.12.1	47.12.1
100990	G3756	PRT-N	47	47.12.1	47.12.1
100991	G4851	V-PAP-NSN	47	47.12.1	47.12.1
100992	G3303	PRT	47	47.12.1	47.12.1
100993	G2064	V-FDI-1S	47	47.12.1	47.12.1
100994	G1161	CONJ	47	47.12.1	47.12.1
100995	G1519	PREP	47	47.12.1	47.12.1
100996	G3701	N-APF	47	47.12.1	47.12.1
100997	G2532	CONJ	47	47.12.1	47.12.1
100998	G602	N-APF	47	47.12.1	47.12.1
100999	G2962	N-GSM	47	47.12.1	47.12.1
101000	G1492	V-RAI-1S	47	47.12.2	47.12.2
101001	G444	N-ASM	47	47.12.2	47.12.2
101002	G1722	PREP	47	47.12.2	47.12.2
101003	G5547	N-DSM-T	47	47.12.2	47.12.2
101004	G4253	PREP	47	47.12.2	47.12.2
101005	G2094	N-GPN	47	47.12.2	47.12.2
101006	G1180	A-GPN	47	47.12.2	47.12.2
101007	G1535	CONJ	47	47.12.2	47.12.2
101008	G1722	PREP	47	47.12.2	47.12.2
101009	G4983	N-DSN	47	47.12.2	47.12.2
101010	G3756	PRT-N	47	47.12.2	47.12.2
101011	G1492	V-RAI-1S	47	47.12.2	47.12.2
101012	G1535	CONJ	47	47.12.2	47.12.2
101013	G1622	PREP	47	47.12.2	47.12.2
101014	G3588	T-GSN	47	47.12.2	47.12.2
101015	G4983	N-GSN	47	47.12.2	47.12.2
101016	G3756	PRT-N	47	47.12.2	47.12.2
101017	G1492	V-RAI-1S	47	47.12.2	47.12.2
101018	G3588	T-NSM	47	47.12.2	47.12.2
101019	G2316	N-NSM	47	47.12.2	47.12.2
101020	G1492	V-RAI-3S	47	47.12.2	47.12.2
101021	G726	V-2APP-ASM	47	47.12.2	47.12.2
101022	G3588	T-ASM	47	47.12.2	47.12.2
101023	G5108	D-ASM	47	47.12.2	47.12.2
101024	G2193	PREP	47	47.12.2	47.12.2
101025	G5154	A-GSM	47	47.12.2	47.12.2
101026	G3772	N-GSM	47	47.12.2	47.12.2
101027	G2532	CONJ	47	47.12.3	47.12.3
101028	G1492	V-RAI-1S	47	47.12.3	47.12.3
101029	G3588	T-ASM	47	47.12.3	47.12.3
101030	G5108	D-ASM	47	47.12.3	47.12.3
101031	G444	N-ASM	47	47.12.3	47.12.3
101032	G1535	CONJ	47	47.12.3	47.12.3
101033	G1722	PREP	47	47.12.3	47.12.3
101034	G4983	N-DSN	47	47.12.3	47.12.3
101035	G1535	CONJ	47	47.12.3	47.12.3
101036	G5565	PREP	47	47.12.3	47.12.3
101037	G3588	T-GSN	47	47.12.3	47.12.3
101038	G4983	N-GSN	47	47.12.3	47.12.3
101039	G3756	PRT-N	47	47.12.3	47.12.3
101040	G1492	V-RAI-1S	47	47.12.3	47.12.3
101041	G3588	T-NSM	47	47.12.3	47.12.3
101042	G2316	N-NSM	47	47.12.3	47.12.3
101043	G1492	V-RAI-3S	47	47.12.3	47.12.3
101044	G3754	CONJ	47	47.12.4	47.12.4
101045	G726	V-2API-3S	47	47.12.4	47.12.4
101046	G1519	PREP	47	47.12.4	47.12.4
101047	G3588	T-ASM	47	47.12.4	47.12.4
101048	G3857	N-ASM	47	47.12.4	47.12.4
101049	G2532	CONJ	47	47.12.4	47.12.4
101050	G191	V-AAI-3S	47	47.12.4	47.12.4
101051	G731	A-APN	47	47.12.4	47.12.4
101052	G4487	N-APN	47	47.12.4	47.12.4
101053	G3739	R-APN	47	47.12.4	47.12.4
101054	G3756	PRT-N	47	47.12.4	47.12.4
101055	G1832	V-PAP-NSN	47	47.12.4	47.12.4
101056	G444	N-DSM	47	47.12.4	47.12.4
101057	G2980	V-AAN	47	47.12.4	47.12.4
101058	G5228	PREP	47	47.12.5	47.12.5
101059	G3588	T-GSM	47	47.12.5	47.12.5
101060	G5108	D-GSM	47	47.12.5	47.12.5
101061	G2744	V-FDI-1S	47	47.12.5	47.12.5
101062	G5228	PREP	47	47.12.5	47.12.5
101063	G1161	CONJ	47	47.12.5	47.12.5
101064	G1683	F-1GSM	47	47.12.5	47.12.5
101065	G3756	PRT-N	47	47.12.5	47.12.5
101066	G2744	V-FDI-1S	47	47.12.5	47.12.5
101067	G1487	CONJ	47	47.12.5	47.12.5
101068	G3361	PRT-N	47	47.12.5	47.12.5
101069	G1722	PREP	47	47.12.5	47.12.5
101070	G3588	T-DPF	47	47.12.5	47.12.5
101071	G769	N-DPF	47	47.12.5	47.12.5
101072	G1437	CONJ	47	47.12.6	47.12.6
101073	G1063	CONJ	47	47.12.6	47.12.6
101074	G2309	V-AAS-1S	47	47.12.6	47.12.6
101075	G2744	V-ADN	47	47.12.6	47.12.6
101076	G3756	PRT-N	47	47.12.6	47.12.6
101077	G1510	V-FDI-1S	47	47.12.6	47.12.6
101078	G878	A-NSM	47	47.12.6	47.12.6
101079	G225	N-ASF	47	47.12.6	47.12.6
101080	G1063	CONJ	47	47.12.6	47.12.6
101081	G2036	V-FAI-1S	47	47.12.6	47.12.6
101082	G5339	V-PNI-1S	47	47.12.6	47.12.6
101083	G1161	CONJ	47	47.12.6	47.12.6
101084	G3361	PRT-N	47	47.12.6	47.12.6
101085	G5100	X-NSM	47	47.12.6	47.12.6
101086	G1519	PREP	47	47.12.6	47.12.6
101087	G1473	P-1AS	47	47.12.6	47.12.6
101088	G3049	V-ADS-3S	47	47.12.6	47.12.6
101089	G5228	PREP	47	47.12.6	47.12.6
101090	G3739	R-ASN	47	47.12.6	47.12.6
101091	G991	V-PAI-3S	47	47.12.6	47.12.6
101092	G1473	P-1AS	47	47.12.6	47.12.6
101093	G2228	CONJ	47	47.12.6	47.12.6
101094	G191	V-PAI-3S	47	47.12.6	47.12.6
101095	G5100	X-ASN	47	47.12.6	47.12.6
101096	G1537	PREP	47	47.12.6	47.12.6
101097	G1473	P-1GS	47	47.12.6	47.12.6
101098	G2532	CONJ	47	47.12.7	47.12.7
101099	G3588	T-DSF	47	47.12.7	47.12.7
101100	G5236	N-DSF	47	47.12.7	47.12.7
101101	G3588	T-GPF	47	47.12.7	47.12.7
101102	G602	N-GPF	47	47.12.7	47.12.7
101103	G1352	CONJ	47	47.12.7	47.12.7
101104	G2443	CONJ	47	47.12.7	47.12.7
101105	G3361	PRT-N	47	47.12.7	47.12.7
101106	G5229	V-PPS-1S	47	47.12.7	47.12.7
101107	G1325	V-API-3S	47	47.12.7	47.12.7
101108	G1473	P-1DS	47	47.12.7	47.12.7
101109	G4647	N-NSM	47	47.12.7	47.12.7
101110	G3588	T-DSF	47	47.12.7	47.12.7
101111	G4561	N-DSF	47	47.12.7	47.12.7
101112	G32	N-NSM	47	47.12.7	47.12.7
101113	G4567	N-GSM-T	47	47.12.7	47.12.7
101114	G2443	CONJ	47	47.12.7	47.12.7
101115	G1473	P-1AS	47	47.12.7	47.12.7
101116	G2852	V-PAS-3S	47	47.12.7	47.12.7
101117	G2443	CONJ	47	47.12.7	47.12.7
101118	G3361	PRT-N	47	47.12.7	47.12.7
101119	G5229	V-PPS-1S	47	47.12.7	47.12.7
101120	G5228	PREP	47	47.12.8	47.12.8
101121	G3778	D-GSN	47	47.12.8	47.12.8
101122	G5151	ADV	47	47.12.8	47.12.8
101123	G3588	T-ASM	47	47.12.8	47.12.8
101124	G2962	N-ASM	47	47.12.8	47.12.8
101125	G3870	V-AAI-1S	47	47.12.8	47.12.8
101126	G2443	CONJ	47	47.12.8	47.12.8
101127	G868	V-2AAS-3S	47	47.12.8	47.12.8
101128	G575	PREP	47	47.12.8	47.12.8
101129	G1473	P-1GS	47	47.12.8	47.12.8
101130	G2532	CONJ	47	47.12.9	47.12.9
101131	G2036	V-RAI-3S	47	47.12.9	47.12.9
101132	G1473	P-1DS	47	47.12.9	47.12.9
101133	G714	V-PAI-3S	47	47.12.9	47.12.9
101134	G4771	P-2DS	47	47.12.9	47.12.9
101135	G3588	T-NSF	47	47.12.9	47.12.9
101136	G5485	N-NSF	47	47.12.9	47.12.9
101137	G1473	P-1GS	47	47.12.9	47.12.9
101138	G3588	T-NSF	47	47.12.9	47.12.9
101139	G1063	CONJ	47	47.12.9	47.12.9
101140	G1411	N-NSF	47	47.12.9	47.12.9
101141	G1722	PREP	47	47.12.9	47.12.9
101142	G769	N-DSF	47	47.12.9	47.12.9
101143	G5055	V-PPI-3S	47	47.12.9	47.12.9
101144	G2236	A-APN	47	47.12.9	47.12.9
101145	G3767	CONJ	47	47.12.9	47.12.9
101146	G3123	ADV	47	47.12.9	47.12.9
101147	G2744	V-FDI-1S	47	47.12.9	47.12.9
101148	G1722	PREP	47	47.12.9	47.12.9
101149	G3588	T-DPF	47	47.12.9	47.12.9
101150	G769	N-DPF	47	47.12.9	47.12.9
101151	G1473	P-1GS	47	47.12.9	47.12.9
101152	G2443	CONJ	47	47.12.9	47.12.9
101153	G1981	V-AAS-3S	47	47.12.9	47.12.9
101154	G1909	PREP	47	47.12.9	47.12.9
101155	G1473	P-1AS	47	47.12.9	47.12.9
101156	G3588	T-NSF	47	47.12.9	47.12.9
101157	G1411	N-NSF	47	47.12.9	47.12.9
101158	G3588	T-GSM	47	47.12.9	47.12.9
101159	G5547	N-GSM-T	47	47.12.9	47.12.9
101160	G1352	CONJ	47	47.12.10	47.12.10
101161	G2106	V-PAI-1S	47	47.12.10	47.12.10
101162	G1722	PREP	47	47.12.10	47.12.10
101163	G769	N-DPF	47	47.12.10	47.12.10
101164	G1722	PREP	47	47.12.10	47.12.10
101165	G5196	N-DPF	47	47.12.10	47.12.10
101166	G1722	PREP	47	47.12.10	47.12.10
101167	G318	N-DPF	47	47.12.10	47.12.10
101168	G1722	PREP	47	47.12.10	47.12.10
101169	G1375	N-DPM	47	47.12.10	47.12.10
101170	G2532	CONJ	47	47.12.10	47.12.10
101171	G4730	N-DPF	47	47.12.10	47.12.10
101172	G5228	PREP	47	47.12.10	47.12.10
101173	G5547	N-GSM-T	47	47.12.10	47.12.10
101174	G3752	CONJ	47	47.12.10	47.12.10
101175	G1063	CONJ	47	47.12.10	47.12.10
101176	G770	V-PAS-1S	47	47.12.10	47.12.10
101177	G5119	ADV	47	47.12.10	47.12.10
101178	G1415	A-NSM	47	47.12.10	47.12.10
101179	G1510	V-PAI-1S	47	47.12.10	47.12.10
101180	G1096	V-2RAI-1S	47	47.12.11	47.12.11
101181	G878	A-NSM	47	47.12.11	47.12.11
101182	G4771	P-2NP	47	47.12.11	47.12.11
101183	G1473	P-1AS	47	47.12.11	47.12.11
101184	G315	V-AAI-2P	47	47.12.11	47.12.11
101185	G1473	P-1NS	47	47.12.11	47.12.11
101186	G1063	CONJ	47	47.12.11	47.12.11
101187	G3784	V-IAI-1S	47	47.12.11	47.12.11
101188	G5259	PREP	47	47.12.11	47.12.11
101189	G4771	P-2GP	47	47.12.11	47.12.11
101190	G4921	V-PPN	47	47.12.11	47.12.11
101191	G3762	A-ASN	47	47.12.11	47.12.11
101192	G1063	CONJ	47	47.12.11	47.12.11
101193	G5302	V-AAI-1S	47	47.12.11	47.12.11
101194	G3588	T-GPM	47	47.12.11	47.12.11
101195	G6088	ADV	47	47.12.11	47.12.11
101196	G652	N-GPM	47	47.12.11	47.12.11
101197	G1487	CONJ	47	47.12.11	47.12.11
101198	G2532	CONJ	47	47.12.11	47.12.11
101199	G3762	A-NSN	47	47.12.11	47.12.11
101200	G1510	V-PAI-1S	47	47.12.11	47.12.11
101201	G3588	T-NPN	47	47.12.12	47.12.12
101202	G3303	PRT	47	47.12.12	47.12.12
101203	G4592	N-NPN	47	47.12.12	47.12.12
101204	G3588	T-GSM	47	47.12.12	47.12.12
101205	G652	N-GSM	47	47.12.12	47.12.12
101206	G2716	V-API-3S	47	47.12.12	47.12.12
101207	G1722	PREP	47	47.12.12	47.12.12
101208	G4771	P-2DP	47	47.12.12	47.12.12
101209	G1722	PREP	47	47.12.12	47.12.12
101210	G3956	A-DSF	47	47.12.12	47.12.12
101211	G5281	N-DSF	47	47.12.12	47.12.12
101212	G4592	N-DPN	47	47.12.12	47.12.12
101213	G5037	CONJ	47	47.12.12	47.12.12
101214	G2532	CONJ	47	47.12.12	47.12.12
101215	G5059	N-DPN	47	47.12.12	47.12.12
101216	G2532	CONJ	47	47.12.12	47.12.12
101217	G1411	N-DPF	47	47.12.12	47.12.12
101218	G5101	I-NSN	47	47.12.13	47.12.13
101219	G1063	CONJ	47	47.12.13	47.12.13
101220	G1510	V-PAI-3S	47	47.12.13	47.12.13
101221	G3739	R-ASN	47	47.12.13	47.12.13
101222	G2274	V-API-2P	47	47.12.13	47.12.13
101223	G5228	PREP	47	47.12.13	47.12.13
101224	G3588	T-APF	47	47.12.13	47.12.13
101225	G3062	A-APF	47	47.12.13	47.12.13
101226	G1577	N-APF	47	47.12.13	47.12.13
101227	G1487	CONJ	47	47.12.13	47.12.13
101228	G3361	PRT-N	47	47.12.13	47.12.13
101229	G3754	CONJ	47	47.12.13	47.12.13
101230	G846	P-NSM	47	47.12.13	47.12.13
101231	G1473	P-1NS	47	47.12.13	47.12.13
101232	G3756	PRT-N	47	47.12.13	47.12.13
101233	G2655	V-AAI-1S	47	47.12.13	47.12.13
101234	G4771	P-2GP	47	47.12.13	47.12.13
101235	G5483	V-ADM-2P	47	47.12.13	47.12.13
101236	G1473	P-1DS	47	47.12.13	47.12.13
101237	G3588	T-ASF	47	47.12.13	47.12.13
101238	G93	N-ASF	47	47.12.13	47.12.13
101239	G3778	D-ASF	47	47.12.13	47.12.13
101240	G2400	INJ	47	47.12.14	47.12.14
101241	G5154	A-ASN	47	47.12.14	47.12.14
101242	G3778	D-ASN	47	47.12.14	47.12.14
101243	G2093	ADV	47	47.12.14	47.12.14
