000410	〔40｜1｜24〕	ὕπνου
000411	〔40｜1｜24〕	ἐποίησεν
000412	〔40｜1｜24〕	ὡς
000413	〔40｜1｜24〕	προσέταξεν
000414	〔40｜1｜24〕	αὐτῷ
000415	〔40｜1｜24〕	ὁ
000416	〔40｜1｜24〕	ἄγγελος
000417	〔40｜1｜24〕	Κυρίου
000418	〔40｜1｜24〕	καὶ
000419	〔40｜1｜24〕	παρέλαβεν
000420	〔40｜1｜24〕	τὴν
000421	〔40｜1｜24〕	γυναῖκα
000422	〔40｜1｜24〕	αὐτοῦ
000423	〔40｜1｜25〕	καὶ
000424	〔40｜1｜25〕	οὐκ
000425	〔40｜1｜25〕	ἐγίνωσκεν
000426	〔40｜1｜25〕	αὐτὴν
000427	〔40｜1｜25〕	ἕως
000428	〔40｜1｜25〕	οὗ
000429	〔40｜1｜25〕	ἔτεκεν
000430	〔40｜1｜25〕	υἱόν
000431	〔40｜1｜25〕	καὶ
000432	〔40｜1｜25〕	ἐκάλεσεν
000433	〔40｜1｜25〕	τὸ
000434	〔40｜1｜25〕	ὄνομα
000435	〔40｜1｜25〕	αὐτοῦ
000436	〔40｜1｜25〕	Ἰησοῦν
000437	〔40｜2｜1〕	Τοῦ
000438	〔40｜2｜1〕	δὲ
000439	〔40｜2｜1〕	Ἰησοῦ
000440	〔40｜2｜1〕	γεννηθέντος
000441	〔40｜2｜1〕	ἐν
000442	〔40｜2｜1〕	Βηθλέεμ
000443	〔40｜2｜1〕	τῆς
000444	〔40｜2｜1〕	Ἰουδαίας
000445	〔40｜2｜1〕	ἐν
000446	〔40｜2｜1〕	ἡμέραις
000447	〔40｜2｜1〕	Ἡρῴδου
000448	〔40｜2｜1〕	τοῦ
000449	〔40｜2｜1〕	βασιλέως
000450	〔40｜2｜1〕	ἰδοὺ
000451	〔40｜2｜1〕	μάγοι
000452	〔40｜2｜1〕	ἀπὸ
000453	〔40｜2｜1〕	ἀνατολῶν
000454	〔40｜2｜1〕	παρεγένοντο
000455	〔40｜2｜1〕	εἰς
000456	〔40｜2｜1〕	Ἱεροσόλυμα
000457	〔40｜2｜2〕	λέγοντες
000458	〔40｜2｜2〕	Ποῦ
000459	〔40｜2｜2〕	ἐστιν
000460	〔40｜2｜2〕	ὁ
000461	〔40｜2｜2〕	τεχθεὶς
000462	〔40｜2｜2〕	βασιλεὺς
000463	〔40｜2｜2〕	τῶν
000464	〔40｜2｜2〕	Ἰουδαίων
000465	〔40｜2｜2〕	εἴδομεν
000466	〔40｜2｜2〕	γὰρ
000467	〔40｜2｜2〕	αὐτοῦ
000468	〔40｜2｜2〕	τὸν
000469	〔40｜2｜2〕	ἀστέρα
000470	〔40｜2｜2〕	ἐν
000471	〔40｜2｜2〕	τῇ
000472	〔40｜2｜2〕	ἀνατολῇ
000473	〔40｜2｜2〕	καὶ
000474	〔40｜2｜2〕	ἤλθομεν
000475	〔40｜2｜2〕	προσκυνῆσαι
000476	〔40｜2｜2〕	αὐτῷ
000477	〔40｜2｜3〕	Ἀκούσας
000478	〔40｜2｜3〕	δὲ
000479	〔40｜2｜3〕	ὁ
000480	〔40｜2｜3〕	βασιλεὺς
000481	〔40｜2｜3〕	Ἡρῴδης
000482	〔40｜2｜3〕	ἐταράχθη
000483	〔40｜2｜3〕	καὶ
000484	〔40｜2｜3〕	πᾶσα
000485	〔40｜2｜3〕	Ἱεροσόλυμα
000486	〔40｜2｜3〕	μετ᾽
000487	〔40｜2｜3〕	αὐτοῦ
000488	〔40｜2｜4〕	καὶ
000489	〔40｜2｜4〕	συναγαγὼν
000490	〔40｜2｜4〕	πάντας
000491	〔40｜2｜4〕	τοὺς
000492	〔40｜2｜4〕	ἀρχιερεῖς
000493	〔40｜2｜4〕	καὶ
000494	〔40｜2｜4〕	γραμματεῖς
000495	〔40｜2｜4〕	τοῦ
000496	〔40｜2｜4〕	λαοῦ
000497	〔40｜2｜4〕	ἐπυνθάνετο
000498	〔40｜2｜4〕	παρ᾽
000499	〔40｜2｜4〕	αὐτῶν
000500	〔40｜2｜4〕	ποῦ
000501	〔40｜2｜4〕	ὁ
000502	〔40｜2｜4〕	Χριστὸς
000503	〔40｜2｜4〕	γεννᾶται
000504	〔40｜2｜5〕	Οἱ
000505	〔40｜2｜5〕	δὲ
000506	〔40｜2｜5〕	εἶπαν
000507	〔40｜2｜5〕	αὐτῷ
000508	〔40｜2｜5〕	Ἐν
000509	〔40｜2｜5〕	Βηθλέεμ
000510	〔40｜2｜5〕	τῆς
000511	〔40｜2｜5〕	Ἰουδαίας
000512	〔40｜2｜5〕	οὕτως
000513	〔40｜2｜5〕	γὰρ
000514	〔40｜2｜5〕	γέγραπται
000515	〔40｜2｜5〕	διὰ
000516	〔40｜2｜5〕	τοῦ
000517	〔40｜2｜5〕	προφήτου
000518	〔40｜2｜6〕	Καὶ
000519	〔40｜2｜6〕	σύ
000520	〔40｜2｜6〕	Βηθλέεμ
000521	〔40｜2｜6〕	γῆ
000522	〔40｜2｜6〕	Ἰούδα
000523	〔40｜2｜6〕	οὐδαμῶς
000524	〔40｜2｜6〕	ἐλαχίστη
000525	〔40｜2｜6〕	εἶ
000526	〔40｜2｜6〕	ἐν
000527	〔40｜2｜6〕	τοῖς
000528	〔40｜2｜6〕	ἡγεμόσιν
000529	〔40｜2｜6〕	Ἰούδα
000530	〔40｜2｜6〕	ἐκ
000531	〔40｜2｜6〕	σοῦ
000532	〔40｜2｜6〕	γὰρ
000533	〔40｜2｜6〕	ἐξελεύσεται
000534	〔40｜2｜6〕	ἡγούμενος
000535	〔40｜2｜6〕	ὅστις
000536	〔40｜2｜6〕	ποιμανεῖ
000537	〔40｜2｜6〕	τὸν
000538	〔40｜2｜6〕	λαόν
000539	〔40｜2｜6〕	μου
000540	〔40｜2｜6〕	τὸν
000541	〔40｜2｜6〕	Ἰσραήλ
000542	〔40｜2｜7〕	Τότε
000543	〔40｜2｜7〕	Ἡρῴδης
000544	〔40｜2｜7〕	λάθρᾳ
000545	〔40｜2｜7〕	καλέσας
000546	〔40｜2｜7〕	τοὺς
000547	〔40｜2｜7〕	μάγους
000548	〔40｜2｜7〕	ἠκρίβωσεν
000549	〔40｜2｜7〕	παρ᾽
000550	〔40｜2｜7〕	αὐτῶν
000551	〔40｜2｜7〕	τὸν
000552	〔40｜2｜7〕	χρόνον
000553	〔40｜2｜7〕	τοῦ
000554	〔40｜2｜7〕	φαινομένου
000555	〔40｜2｜7〕	ἀστέρος
000556	〔40｜2｜8〕	καὶ
000557	〔40｜2｜8〕	πέμψας
000558	〔40｜2｜8〕	αὐτοὺς
000559	〔40｜2｜8〕	εἰς
000560	〔40｜2｜8〕	Βηθλέεμ
000561	〔40｜2｜8〕	εἶπεν
000562	〔40｜2｜8〕	Πορευθέντες
000563	〔40｜2｜8〕	ἐξετάσατε
000564	〔40｜2｜8〕	ἀκριβῶς
000565	〔40｜2｜8〕	περὶ
000566	〔40｜2｜8〕	τοῦ
000567	〔40｜2｜8〕	παιδίου
000568	〔40｜2｜8〕	ἐπὰν
000569	〔40｜2｜8〕	δὲ
000570	〔40｜2｜8〕	εὕρητε
000571	〔40｜2｜8〕	ἀπαγγείλατέ
000572	〔40｜2｜8〕	μοι
000573	〔40｜2｜8〕	ὅπως
000574	〔40｜2｜8〕	κἀγὼ
000575	〔40｜2｜8〕	ἐλθὼν
000576	〔40｜2｜8〕	προσκυνήσω
000577	〔40｜2｜8〕	αὐτῷ
000578	〔40｜2｜9〕	Οἱ
000579	〔40｜2｜9〕	δὲ
000580	〔40｜2｜9〕	ἀκούσαντες
000581	〔40｜2｜9〕	τοῦ
000582	〔40｜2｜9〕	βασιλέως
000583	〔40｜2｜9〕	ἐπορεύθησαν
000584	〔40｜2｜9〕	καὶ
000585	〔40｜2｜9〕	ἰδοὺ
