OGNTsort	extendedStrNo	RMAC	description
056175	G3588	T-NSM	『T-NSM』
056176	G1161	CONJ	『CONJ』
056177	G2036	V-2AAI-3S	『V-2AAI-3S』
056178	G846	P-DPM	『P-DPM』
056179	G4081	N-ASM	『N-ASM』
056180	G2007	V-AAI-3S	『V-AAI-3S』
056181	G1473	P-1GS	『P-1GS』
056182	G1909	PREP	『PREP』
056183	G3588	T-APM	『T-APM』
056184	G3788	N-APM	『N-APM』
056185	G2532	CONJ	『CONJ』
056186	G3538	V-AMI-1S	『V-AMI-1S』
056187	G2532	CONJ	『CONJ』
056188	G991	V-PAI-1S	『V-PAI-1S』
056189	G3004	V-IAI-3P	『V-IAI-3P』
056190	G3767	CONJ	『CONJ』
056191	G1537	PREP	『PREP』
056192	G3588	T-GPM	『T-GPM』
056193	G5330	N-GPM-T	『N-GPM-T』
056194	G5100	X-NPM	『X-NPM』
056195	G3756	PRT-N	『PRT-N』
056196	G1510	V-PAI-3S	『V-PAI-3S』
056197	G3778	D-NSM	『D-NSM』
056198	G3844	PREP	『PREP』
056199	G2316	N-GSM	『N-GSM』
056200	G3588	T-NSM	『T-NSM』
056201	G444	N-NSM	『N-NSM』
056202	G3754	CONJ	『CONJ』
056203	G3588	T-ASN	『T-ASN』
056204	G4521	N-ASN	『N-ASN』
056205	G3756	PRT-N	『PRT-N』
056206	G5083	V-PAI-3S	『V-PAI-3S』
056207	G243	A-NPM	『A-NPM』
056208	G1161	CONJ	『CONJ』
056209	G3004	V-IAI-3P	『V-IAI-3P』
056210	G4459	ADV	『ADV』
056211	G1410	V-PNI-3S	『V-PNI-3S』
056212	G444	N-NSM	『N-NSM』
056213	G268	A-NSM	『A-NSM』
056214	G5108	D-APN	『D-APN』
056215	G4592	N-APN	『N-APN』
056216	G4160	V-PAN	『V-PAN』
056217	G2532	CONJ	『CONJ』
056218	G4978	N-NSN	『N-NSN』
056219	G1510	V-IAI-3S	『V-IAI-3S』
056220	G1722	PREP	『PREP』
056221	G846	P-DPM	『P-DPM』
056222	G3004	V-PAI-3P	『V-PAI-3P』
056223	G3767	CONJ	『CONJ』
056224	G3588	T-DSM	『T-DSM』
056225	G5185	A-DSM	『A-DSM』
056226	G3825	ADV	『ADV』
056227	G5101	I-ASN	『I-ASN』
056228	G4771	P-2NS	『P-2NS』
056229	G3004	V-PAI-2S	『V-PAI-2S』
056230	G4012	PREP	『PREP』
056231	G846	P-GSM	『P-GSM』
056232	G3754	CONJ	『CONJ』
056233	G455	V-AAI-3S	『V-AAI-3S』
056234	G4771	P-2GS	『P-2GS』
056235	G3588	T-APM	『T-APM』
056236	G3788	N-APM	『N-APM』
056237	G3588	T-NSM	『T-NSM』
056238	G1161	CONJ	『CONJ』
056239	G2036	V-2AAI-3S	『V-2AAI-3S』
056240	G3754	CONJ	『CONJ』
056241	G4396	N-NSM	『N-NSM』
056242	G1510	V-PAI-3S	『V-PAI-3S』
056243	G3756	PRT-N	『PRT-N』
056244	G4100	V-AAI-3P	『V-AAI-3P』
056245	G3767	CONJ	『CONJ』
056246	G3588	T-NPM	『T-NPM』
056247	G2453	A-NPM-PG	『A-NPM-PG』
056248	G4012	PREP	『PREP』
056249	G846	P-GSM	『P-GSM』
056250	G3754	CONJ	『CONJ』
056251	G1510	V-IAI-3S	『V-IAI-3S』
056252	G5185	A-NSM	『A-NSM』
056253	G2532	CONJ	『CONJ』
056254	G308	V-AAI-3S	『V-AAI-3S』
056255	G2193	PREP	『PREP』
056256	G3748	R-GSN	『R-GSN』
056257	G5455	V-AAI-3P	『V-AAI-3P』
056258	G3588	T-APM	『T-APM』
056259	G1118	N-APM	『N-APM』
056260	G846	P-GSM	『P-GSM』
056261	G3588	T-GSM	『T-GSM』
056262	G308	V-AAP-GSM	『V-AAP-GSM』
056263	G2532	CONJ	『CONJ』
056264	G2065	V-AAI-3P	『V-AAI-3P』
056265	G846	P-APM	『P-APM』
056266	G3004	V-PAP-NPM	『V-PAP-NPM』
056267	G3778	D-NSM	『D-NSM』
056268	G1510	V-PAI-3S	『V-PAI-3S』
056269	G3588	T-NSM	『T-NSM』
056270	G5207	N-NSM	『N-NSM』
056271	G4771	P-2GP	『P-2GP』
056272	G3739	R-ASM	『R-ASM』
056273	G4771	P-2NP	『P-2NP』
056274	G3004	V-PAI-2P	『V-PAI-2P』
056275	G3754	CONJ	『CONJ』
056276	G5185	A-NSM	『A-NSM』
056277	G1080	V-API-3S	『V-API-3S』
056278	G4459	ADV	『ADV』
056279	G3767	CONJ	『CONJ』
056280	G991	V-PAI-3S	『V-PAI-3S』
056281	G737	ADV	『ADV』
056282	G611	V-ADI-3P	『V-ADI-3P』
056283	G3767	CONJ	『CONJ』
056284	G3588	T-NPM	『T-NPM』
056285	G1118	N-NPM	『N-NPM』
056286	G846	P-GSM	『P-GSM』
056287	G2532	CONJ	『CONJ』
056288	G2036	V-2AAI-3P	『V-2AAI-3P』
056289	G1492	V-RAI-1P	『V-RAI-1P』
056290	G3754	CONJ	『CONJ』
056291	G3778	D-NSM	『D-NSM』
056292	G1510	V-PAI-3S	『V-PAI-3S』
056293	G3588	T-NSM	『T-NSM』
056294	G5207	N-NSM	『N-NSM』
056295	G1473	P-1GP	『P-1GP』
056296	G2532	CONJ	『CONJ』
056297	G3754	CONJ	『CONJ』
056298	G5185	A-NSM	『A-NSM』
056299	G1080	V-API-3S	『V-API-3S』
056300	G4459	ADV	『ADV』
056301	G1161	CONJ	『CONJ』
056302	G3568	ADV	『ADV』
056303	G991	V-PAI-3S	『V-PAI-3S』
056304	G3756	PRT-N	『PRT-N』
056305	G1492	V-RAI-1P	『V-RAI-1P』
056306	G2228	CONJ	『CONJ』
056307	G5101	I-NSM	『I-NSM』
056308	G455	V-2AAI-3S	『V-2AAI-3S』
056309	G846	P-GSM	『P-GSM』
056310	G3588	T-APM	『T-APM』
056311	G3788	N-APM	『N-APM』
056312	G1473	P-1NP	『P-1NP』
056313	G3756	PRT-N	『PRT-N』
056314	G1492	V-RAI-1P	『V-RAI-1P』
056315	G846	P-ASM	『P-ASM』
056316	G2065	V-AAM-2P	『V-AAM-2P』
056317	G2244	N-ASF	『N-ASF』
056318	G2192	V-PAI-3S	『V-PAI-3S』
056319	G846	P-NSM	『P-NSM』
056320	G4012	PREP	『PREP』
056321	G1438	F-3GSM	『F-3GSM』
056322	G2980	V-FAI-3S	『V-FAI-3S』
056323	G3778	D-APN	『D-APN』
056324	G2036	V-2AAI-3P	『V-2AAI-3P』
056325	G3588	T-NPM	『T-NPM』
056326	G1118	N-NPM	『N-NPM』
056327	G846	P-GSM	『P-GSM』
056328	G3754	CONJ	『CONJ』
056329	G5399	V-INI-3P	『V-INI-3P』
056330	G3588	T-APM	『T-APM』
056331	G2453	A-APM-PG	『A-APM-PG』
056332	G2235	ADV	『ADV』
056333	G1063	CONJ	『CONJ』
056334	G4934	V-LMI-3P	『V-LMI-3P』
056335	G3588	T-NPM	『T-NPM』
056336	G2453	A-NPM-PG	『A-NPM-PG』
056337	G2443	CONJ	『CONJ』
056338	G1437	CONJ	『CONJ』
056339	G5100	X-NSM	『X-NSM』
056340	G846	P-ASM	『P-ASM』
056341	G3670	V-AAS-3S	『V-AAS-3S』
056342	G5547	N-ASM-T	『N-ASM-T』
056343	G656	A-NSM	『A-NSM』
056344	G1096	V-2ADS-3S	『V-2ADS-3S』
056345	G1223	PREP	『PREP』
056346	G3778	D-ASN	『D-ASN』
056347	G3588	T-NPM	『T-NPM』
056348	G1118	N-NPM	『N-NPM』
056349	G846	P-GSM	『P-GSM』
056350	G2036	V-2AAI-3P	『V-2AAI-3P』
056351	G3754	CONJ	『CONJ』
056352	G2244	N-ASF	『N-ASF』
056353	G2192	V-PAI-3S	『V-PAI-3S』
056354	G846	P-ASM	『P-ASM』
056355	G1905	V-AAM-2P	『V-AAM-2P』
056356	G5455	V-AAI-3P	『V-AAI-3P』
056357	G3767	CONJ	『CONJ』
056358	G3588	T-ASM	『T-ASM』
056359	G444	N-ASM	『N-ASM』
056360	G1537	PREP	『PREP』
056361	G1208	A-GSN	『A-GSN』
056362	G3739	R-NSM	『R-NSM』
056363	G1510	V-IAI-3S	『V-IAI-3S』
056364	G5185	A-NSM	『A-NSM』
056365	G2532	CONJ	『CONJ』
056366	G2036	V-2AAI-3P	『V-2AAI-3P』
056367	G846	P-DSM	『P-DSM』
056368	G1325	V-2AAM-2S	『V-2AAM-2S』
056369	G1391	N-ASF	『N-ASF』
056370	G3588	T-DSM	『T-DSM』
056371	G2316	N-DSM	『N-DSM』
056372	G1473	P-1NP	『P-1NP』
056373	G1492	V-RAI-1P	『V-RAI-1P』
056374	G3754	CONJ	『CONJ』
056375	G3778	D-NSM	『D-NSM』
056376	G3588	T-NSM	『T-NSM』
056377	G444	N-NSM	『N-NSM』
056378	G268	A-NSM	『A-NSM』
056379	G1510	V-PAI-3S	『V-PAI-3S』
056380	G611	V-ADI-3S	『V-ADI-3S』
056381	G3767	CONJ	『CONJ』
056382	G1565	D-NSM	『D-NSM』
056383	G1487	PRT	『PRT』
056384	G268	A-NSM	『A-NSM』
056385	G1510	V-PAI-3S	『V-PAI-3S』
056386	G3756	PRT-N	『PRT-N』
056387	G1492	V-RAI-1S	『V-RAI-1S』
056388	G1520	A-ASN	『A-ASN』
056389	G1492	V-RAI-1S	『V-RAI-1S』
056390	G3754	ADV	『ADV』
056391	G5185	A-NSM	『A-NSM』
056392	G1510	V-PAP-NSM	『V-PAP-NSM』
056393	G737	ADV	『ADV』
056394	G991	V-PAI-1S	『V-PAI-1S』
056395	G2036	V-2AAI-3P	『V-2AAI-3P』
056396	G3767	CONJ	『CONJ』
056397	G846	P-DSM	『P-DSM』
056398	G5101	I-ASN	『I-ASN』
056399	G4160	V-AAI-3S	『V-AAI-3S』
056400	G4771	P-2DS	『P-2DS』
056401	G4459	ADV	『ADV』
056402	G455	V-2AAI-3S	『V-2AAI-3S』
056403	G4771	P-2GS	『P-2GS』
056404	G3588	T-APM	『T-APM』
056405	G3788	N-APM	『N-APM』
056406	G611	V-ADI-3S	『V-ADI-3S』
056407	G846	P-DPM	『P-DPM』
056408	G2036	V-2AAI-1S	『V-2AAI-1S』
056409	G4771	P-2DP	『P-2DP』
056410	G2235	ADV	『ADV』
056411	G2532	CONJ	『CONJ』
056412	G3756	PRT-N	『PRT-N』
056413	G191	V-AAI-2P	『V-AAI-2P』
056414	G5101	I-ASN	『I-ASN』
056415	G3825	ADV	『ADV』
056416	G2309	V-PAI-2P	『V-PAI-2P』
056417	G191	V-PAN	『V-PAN』
056418	G3361	PRT	『PRT』
056419	G2532	CONJ	『CONJ』
056420	G4771	P-2NP	『P-2NP』
056421	G2309	V-PAI-2P	『V-PAI-2P』
056422	G846	P-GSM	『P-GSM』
056423	G3101	N-NPM	『N-NPM』
056424	G1096	V-2ADN	『V-2ADN』
056425	G2532	CONJ	『CONJ』
056426	G3058	V-AAI-3P	『V-AAI-3P』
056427	G846	P-ASM	『P-ASM』
056428	G2532	CONJ	『CONJ』
056429	G2036	V-2AAI-3P	『V-2AAI-3P』
056430	G4771	P-2NS	『P-2NS』
056431	G3101	N-NSM	『N-NSM』
056432	G1510	V-PAI-2S	『V-PAI-2S』
056433	G1565	D-GSM	『D-GSM』
056434	G1473	P-1NP	『P-1NP』
056435	G1161	CONJ	『CONJ』
056436	G3588	T-GSM	『T-GSM』
056437	G3475	N-GSM-P	『N-GSM-P』
056438	G1510	V-PAI-1P	『V-PAI-1P』
056439	G3101	N-NPM	『N-NPM』
056440	G1473	P-1NP	『P-1NP』
056441	G1492	V-RAI-1P	『V-RAI-1P』
056442	G3754	CONJ	『CONJ』
056443	G3475	N-DSM-P	『N-DSM-P』
056444	G2980	V-RAI-3S	『V-RAI-3S』
056445	G3588	T-NSM	『T-NSM』
056446	G2316	N-NSM	『N-NSM』
056447	G3778	D-ASM	『D-ASM』
056448	G1161	CONJ	『CONJ』
056449	G3756	PRT-N	『PRT-N』
056450	G1492	V-RAI-1P	『V-RAI-1P』
056451	G4159	ADV	『ADV』
056452	G1510	V-PAI-3S	『V-PAI-3S』
056453	G611	V-ADI-3S	『V-ADI-3S』
056454	G3588	T-NSM	『T-NSM』
056455	G444	N-NSM	『N-NSM』
056456	G2532	CONJ	『CONJ』
056457	G2036	V-2AAI-3S	『V-2AAI-3S』
056458	G846	P-DPM	『P-DPM』
056459	G1722	PREP	『PREP』
056460	G3778	D-DSN	『D-DSN』
056461	G1063	CONJ	『CONJ』
056462	G3588	T-NSN	『T-NSN』
056463	G2298	A-NSN	『A-NSN』
056464	G1510	V-PAI-3S	『V-PAI-3S』
056465	G3754	ADV	『ADV』
056466	G4771	P-2NP	『P-2NP』
056467	G3756	PRT-N	『PRT-N』
056468	G1492	V-RAI-2P	『V-RAI-2P』
056469	G4159	ADV	『ADV』
056470	G1510	V-PAI-3S	『V-PAI-3S』
056471	G2532	CONJ	『CONJ』
056472	G455	V-2AAI-3S	『V-2AAI-3S』
056473	G1473	P-1GS	『P-1GS』
056474	G3588	T-APM	『T-APM』
056475	G3788	N-APM	『N-APM』
056476	G1492	V-RAI-1P	『V-RAI-1P』
056477	G3754	CONJ	『CONJ』
056478	G268	A-GPM	『A-GPM』
056479	G3588	T-NSM	『T-NSM』
056480	G2316	N-NSM	『N-NSM』
056481	G3756	PRT-N	『PRT-N』
056482	G191	V-PAI-3S	『V-PAI-3S』
056483	G235	CONJ	『CONJ』
056484	G1437	CONJ	『CONJ』
056485	G5100	X-NSM	『X-NSM』
056486	G2318	A-NSM	『A-NSM』
056487	G1510	V-PAS-3S	『V-PAS-3S』
056488	G2532	CONJ	『CONJ』
056489	G3588	T-ASN	『T-ASN』
056490	G2307	N-ASN	『N-ASN』
056491	G846	P-GSM	『P-GSM』
056492	G4160	V-PAS-3S	『V-PAS-3S』
056493	G3778	D-GSM	『D-GSM』
056494	G191	V-PAI-3S	『V-PAI-3S』
056495	G1537	PREP	『PREP』
056496	G3588	T-GSM	『T-GSM』
056497	G165	N-GSM	『N-GSM』
056498	G3756	PRT-N	『PRT-N』
056499	G191	V-API-3S	『V-API-3S』
056500	G3754	CONJ	『CONJ』
056501	G455	V-AAI-3S	『V-AAI-3S』
056502	G5100	X-NSM	『X-NSM』
056503	G3788	N-APM	『N-APM』
056504	G5185	A-GSM	『A-GSM』
056505	G1080	V-RPP-GSM	『V-RPP-GSM』
056506	G1487	CONJ	『CONJ』
056507	G3361	PRT-N	『PRT-N』
056508	G1510	V-IAI-3S	『V-IAI-3S』
056509	G3778	D-NSM	『D-NSM』
056510	G3844	PREP	『PREP』
056511	G2316	N-GSM	『N-GSM』
056512	G3756	PRT-N	『PRT-N』
056513	G1410	V-INI-3S	『V-INI-3S』
056514	G4160	V-PAN	『V-PAN』
056515	G3762	A-ASN	『A-ASN』
056516	G611	V-ADI-3P	『V-ADI-3P』
056517	G2532	CONJ	『CONJ』
056518	G2036	V-2AAI-3P	『V-2AAI-3P』
056519	G846	P-DSM	『P-DSM』
056520	G1722	PREP	『PREP』
056521	G266	N-DPF	『N-DPF』
056522	G4771	P-2NS	『P-2NS』
056523	G1080	V-API-2S	『V-API-2S』
056524	G3650	A-NSM	『A-NSM』
056525	G2532	CONJ	『CONJ』
056526	G4771	P-2NS	『P-2NS』
056527	G1321	V-PAI-2S	『V-PAI-2S』
056528	G1473	P-1AP	『P-1AP』
056529	G2532	CONJ	『CONJ』
056530	G1544	V-2AAI-3P	『V-2AAI-3P』
056531	G846	P-ASM	『P-ASM』
056532	G1854	ADV	『ADV』
056533	G191	V-AAI-3S	『V-AAI-3S』
056534	G2424	N-NSM-P	『N-NSM-P』
056535	G3754	CONJ	『CONJ』
056536	G1544	V-2AAI-3P	『V-2AAI-3P』
056537	G846	P-ASM	『P-ASM』
056538	G1854	ADV	『ADV』
056539	G2532	CONJ	『CONJ』
056540	G2147	V-2AAP-NSM	『V-2AAP-NSM』
056541	G846	P-ASM	『P-ASM』
056542	G2036	V-2AAI-3S	『V-2AAI-3S』
056543	G4771	P-2NS	『P-2NS』
056544	G4100	V-PAI-2S	『V-PAI-2S』
056545	G1519	PREP	『PREP』
056546	G3588	T-ASM	『T-ASM』
056547	G5207	N-ASM	『N-ASM』
056548	G3588	T-GSM	『T-GSM』
056549	G444	N-GSM	『N-GSM』
056550	G611	V-ADI-3S	『V-ADI-3S』
056551	G1565	D-NSM	『D-NSM』
056552	G2532	CONJ	『CONJ』
056553	G2036	V-2AAI-3S	『V-2AAI-3S』
056554	G2532	CONJ	『CONJ』
056555	G5101	I-NSM	『I-NSM』
056556	G1510	V-PAI-3S	『V-PAI-3S』
056557	G2962	N-VSM	『N-VSM』
056558	G2443	CONJ	『CONJ』
056559	G4100	V-AAS-1S	『V-AAS-1S』
056560	G1519	PREP	『PREP』
056561	G846	P-ASM	『P-ASM』
056562	G2036	V-2AAI-3S	『V-2AAI-3S』
056563	G846	P-DSM	『P-DSM』
056564	G3588	T-NSM	『T-NSM』
056565	G2424	N-NSM-P	『N-NSM-P』
056566	G2532	CONJ	『CONJ』
056567	G3708	V-RAI-2S	『V-RAI-2S』
056568	G846	P-ASM	『P-ASM』
056569	G2532	CONJ	『CONJ』
056570	G3588	T-NSM	『T-NSM』
056571	G2980	V-PAP-NSM	『V-PAP-NSM』
056572	G3326	PREP	『PREP』
056573	G4771	P-2GS	『P-2GS』
056574	G1565	D-NSM	『D-NSM』
056575	G1510	V-PAI-3S	『V-PAI-3S』
056576	G3588	T-NSM	『T-NSM』
056577	G1161	CONJ	『CONJ』
056578	G5346	V-IAI-3S	『V-IAI-3S』
056579	G4100	V-PAI-1S	『V-PAI-1S』
056580	G2962	N-VSM	『N-VSM』
056581	G2532	CONJ	『CONJ』
056582	G4352	V-AAI-3S	『V-AAI-3S』
056583	G846	P-DSM	『P-DSM』
056584	G2532	CONJ	『CONJ』
056585	G2036	V-2AAI-3S	『V-2AAI-3S』
056586	G3588	T-NSM	『T-NSM』
056587	G2424	N-NSM-P	『N-NSM-P』
056588	G1519	PREP	『PREP』
056589	G2917	N-ASN	『N-ASN』
056590	G1473	P-1NS	『P-1NS』
056591	G1519	PREP	『PREP』
056592	G3588	T-ASM	『T-ASM』
056593	G2889	N-ASM	『N-ASM』
056594	G3778	D-ASM	『D-ASM』
056595	G2064	V-2AAI-1S	『V-2AAI-1S』
056596	G2443	CONJ	『CONJ』
056597	G3588	T-NPM	『T-NPM』
056598	G3361	PRT-N	『PRT-N』
056599	G991	V-PAP-NPM	『V-PAP-NPM』
056600	G991	V-PAS-3P	『V-PAS-3P』
056601	G2532	CONJ	『CONJ』
056602	G3588	T-NPM	『T-NPM』
056603	G991	V-PAP-NPM	『V-PAP-NPM』
056604	G5185	A-NPM	『A-NPM』
056605	G1096	V-2ADS-3P	『V-2ADS-3P』
056606	G191	V-AAI-3P	『V-AAI-3P』
056607	G1537	PREP	『PREP』
056608	G3588	T-GPM	『T-GPM』
056609	G5330	N-GPM-T	『N-GPM-T』
056610	G3778	D-APN	『D-APN』
056611	G3588	T-NPM	『T-NPM』
056612	G3326	PREP	『PREP』
056613	G846	P-GSM	『P-GSM』
056614	G1510	V-PAP-NPM	『V-PAP-NPM』
056615	G2532	CONJ	『CONJ』
056616	G2036	V-2AAI-3P	『V-2AAI-3P』
056617	G846	P-DSM	『P-DSM』
056618	G3361	PRT	『PRT』
056619	G2532	CONJ	『CONJ』
056620	G1473	P-1NP	『P-1NP』
056621	G5185	A-NPM	『A-NPM』
056622	G1510	V-PAI-1P	『V-PAI-1P』
056623	G2036	V-2AAI-3S	『V-2AAI-3S』
056624	G846	P-DPM	『P-DPM』
056625	G3588	T-NSM	『T-NSM』
056626	G2424	N-NSM-P	『N-NSM-P』
056627	G1487	CONJ	『CONJ』
056628	G5185	A-NPM	『A-NPM』
056629	G1510	V-IAI-2P	『V-IAI-2P』
056630	G3756	PRT-N	『PRT-N』
056631	G302	PRT	『PRT』
056632	G2192	V-IAI-2P	『V-IAI-2P』
056633	G266	N-ASF	『N-ASF』
056634	G3568	ADV	『ADV』
056635	G1161	CONJ	『CONJ』
056636	G3004	V-PAI-2P	『V-PAI-2P』
056637	G3754	CONJ	『CONJ』
056638	G991	V-PAI-1P	『V-PAI-1P』
056639	G3588	T-NSF	『T-NSF』
056640	G266	N-NSF	『N-NSF』
056641	G4771	P-2GP	『P-2GP』
056642	G3306	V-PAI-3S	『V-PAI-3S』
056643	G281	HEB	『HEB』
056644	G281	HEB	『HEB』
056645	G3004	V-PAI-1S	『V-PAI-1S』
056646	G4771	P-2DP	『P-2DP』
056647	G3588	T-NSM	『T-NSM』
056648	G3361	PRT-N	『PRT-N』
056649	G1525	V-PNP-NSM	『V-PNP-NSM』
056650	G1223	PREP	『PREP』
056651	G3588	T-GSF	『T-GSF』
056652	G2374	N-GSF	『N-GSF』
056653	G1519	PREP	『PREP』
056654	G3588	T-ASF	『T-ASF』
056655	G833	N-ASF	『N-ASF』
056656	G3588	T-GPN	『T-GPN』
056657	G4263	N-GPN	『N-GPN』
056658	G235	CONJ	『CONJ』
056659	G305	V-PAP-NSM	『V-PAP-NSM』
056660	G237	ADV	『ADV』
056661	G1565	D-NSM	『D-NSM』
056662	G2812	N-NSM	『N-NSM』
056663	G1510	V-PAI-3S	『V-PAI-3S』
056664	G2532	CONJ	『CONJ』
056665	G3027	N-NSM	『N-NSM』
056666	G3588	T-NSM	『T-NSM』
056667	G1161	CONJ	『CONJ』
056668	G1525	V-PNP-NSM	『V-PNP-NSM』
056669	G1223	PREP	『PREP』
056670	G3588	T-GSF	『T-GSF』
056671	G2374	N-GSF	『N-GSF』
056672	G4166	N-NSM	『N-NSM』
056673	G1510	V-PAI-3S	『V-PAI-3S』
056674	G3588	T-GPN	『T-GPN』
056675	G4263	N-GPN	『N-GPN』
056676	G3778	D-DSM	『D-DSM』
056677	G3588	T-NSM	『T-NSM』
056678	G2377	N-NSM	『N-NSM』
056679	G455	V-PAI-3S	『V-PAI-3S』
056680	G2532	CONJ	『CONJ』
056681	G3588	T-NPN	『T-NPN』
056682	G4263	N-NPN	『N-NPN』
056683	G3588	T-GSF	『T-GSF』
056684	G5456	N-GSF	『N-GSF』
056685	G846	P-GSM	『P-GSM』
056686	G191	V-PAI-3S	『V-PAI-3S』
056687	G2532	CONJ	『CONJ』
056688	G3588	T-APN	『T-APN』
056689	G2398	A-APN	『A-APN』
056690	G4263	N-APN	『N-APN』
056691	G5455	V-PAI-3S	『V-PAI-3S』
056692	G2596	PREP	『PREP』
056693	G3686	N-ASN	『N-ASN』
056694	G2532	CONJ	『CONJ』
056695	G1806	V-PAI-3S	『V-PAI-3S』
056696	G846	P-APN	『P-APN』
056697	G3752	CONJ	『CONJ』
056698	G3588	T-APN	『T-APN』
056699	G2398	A-APN	『A-APN』
056700	G3956	A-APN	『A-APN』
056701	G1544	V-2AAS-3S	『V-2AAS-3S』
056702	G1715	PREP	『PREP』
056703	G846	P-GPN	『P-GPN』
056704	G4198	V-PNI-3S	『V-PNI-3S』
056705	G2532	CONJ	『CONJ』
056706	G3588	T-NPN	『T-NPN』
056707	G4263	N-NPN	『N-NPN』
056708	G846	P-DSM	『P-DSM』
056709	G190	V-PAI-3S	『V-PAI-3S』
056710	G3754	CONJ	『CONJ』
056711	G1492	V-RAI-3P	『V-RAI-3P』
056712	G3588	T-ASF	『T-ASF』
056713	G5456	N-ASF	『N-ASF』
056714	G846	P-GSM	『P-GSM』
056715	G245	A-DSM	『A-DSM』
056716	G1161	CONJ	『CONJ』
056717	G3756	PRT-N	『PRT-N』
056718	G3361	PRT-N	『PRT-N』
056719	G190	V-FAI-3P	『V-FAI-3P』
056720	G235	CONJ	『CONJ』
056721	G5343	V-FDI-3P	『V-FDI-3P』
056722	G575	PREP	『PREP』
056723	G846	P-GSM	『P-GSM』
056724	G3754	CONJ	『CONJ』
056725	G3756	PRT-N	『PRT-N』
056726	G1492	V-RAI-3P	『V-RAI-3P』
056727	G3588	T-GPM	『T-GPM』
056728	G245	A-GPM	『A-GPM』
056729	G3588	T-ASF	『T-ASF』
056730	G5456	N-ASF	『N-ASF』
056731	G3778	D-ASF	『D-ASF』
056732	G3588	T-ASF	『T-ASF』
056733	G3942	N-ASF	『N-ASF』
056734	G2036	V-2AAI-3S	『V-2AAI-3S』
056735	G846	P-DPM	『P-DPM』
056736	G3588	T-NSM	『T-NSM』
056737	G2424	N-NSM-P	『N-NSM-P』
056738	G1565	D-NPM	『D-NPM』
056739	G1161	CONJ	『CONJ』
056740	G3756	PRT-N	『PRT-N』
056741	G1097	V-2AAI-3P	『V-2AAI-3P』
056742	G5101	I-NPN	『I-NPN』
056743	G1510	V-IAI-3S	『V-IAI-3S』
056744	G3739	R-APN	『R-APN』
056745	G2980	V-IAI-3S	『V-IAI-3S』
056746	G846	P-DPM	『P-DPM』
056747	G2036	V-2AAI-3S	『V-2AAI-3S』
056748	G3767	CONJ	『CONJ』
056749	G3825	ADV	『ADV』
056750	G3588	T-NSM	『T-NSM』
056751	G2424	N-NSM-P	『N-NSM-P』
056752	G281	HEB	『HEB』
056753	G281	HEB	『HEB』
056754	G3004	V-PAI-1S	『V-PAI-1S』
056755	G4771	P-2DP	『P-2DP』
056756	G3754	CONJ	『CONJ』
056757	G1473	P-1NS	『P-1NS』
056758	G1510	V-PAI-1S	『V-PAI-1S』
056759	G3588	T-NSF	『T-NSF』
056760	G2374	N-NSF	『N-NSF』
056761	G3588	T-GPN	『T-GPN』
056762	G4263	N-GPN	『N-GPN』
056763	G3956	A-NPM	『A-NPM』
056764	G3745	K-NPM	『K-NPM』
056765	G2064	V-2AAI-3P	『V-2AAI-3P』
056766	G4253	PREP	『PREP』
056767	G1473	P-1GS	『P-1GS』
056768	G2812	N-NPM	『N-NPM』
056769	G1510	V-PAI-3P	『V-PAI-3P』
056770	G2532	CONJ	『CONJ』
056771	G3027	N-NPM	『N-NPM』
056772	G235	CONJ	『CONJ』
056773	G3756	PRT-N	『PRT-N』
056774	G191	V-AAI-3P	『V-AAI-3P』
056775	G846	P-GPM	『P-GPM』
056776	G3588	T-NPN	『T-NPN』
056777	G4263	N-NPN	『N-NPN』
056778	G1473	P-1NS	『P-1NS』
056779	G1510	V-PAI-1S	『V-PAI-1S』
056780	G3588	T-NSF	『T-NSF』
056781	G2374	N-NSF	『N-NSF』
056782	G1223	PREP	『PREP』
056783	G1473	P-1GS	『P-1GS』
056784	G1437	CONJ	『CONJ』
056785	G5100	X-NSM	『X-NSM』
056786	G1525	V-2AAS-3S	『V-2AAS-3S』
056787	G4982	V-FPI-3S	『V-FPI-3S』
056788	G2532	CONJ	『CONJ』
056789	G1525	V-FDI-3S	『V-FDI-3S』
056790	G2532	CONJ	『CONJ』
056791	G1831	V-FDI-3S	『V-FDI-3S』
056792	G2532	CONJ	『CONJ』
056793	G3542	N-ASF	『N-ASF』
056794	G2147	V-FAI-3S	『V-FAI-3S』
056795	G3588	T-NSM	『T-NSM』
056796	G2812	N-NSM	『N-NSM』
056797	G3756	PRT-N	『PRT-N』
056798	G2064	V-PNI-3S	『V-PNI-3S』
056799	G1487	CONJ	『CONJ』
056800	G3361	PRT-N	『PRT-N』
056801	G2443	CONJ	『CONJ』
056802	G2813	V-AAS-3S	『V-AAS-3S』
056803	G2532	CONJ	『CONJ』
056804	G2380	V-AAS-3S	『V-AAS-3S』
056805	G2532	CONJ	『CONJ』
056806	G622	V-AAS-3S	『V-AAS-3S』
056807	G1473	P-1NS	『P-1NS』
056808	G2064	V-2AAI-1S	『V-2AAI-1S』
056809	G2443	CONJ	『CONJ』
056810	G2222	N-ASF	『N-ASF』
056811	G2192	V-PAS-3P	『V-PAS-3P』
056812	G2532	CONJ	『CONJ』
056813	G4053	A-ASN	『A-ASN』
